material_id,formula,n_pred_n0,n_target
mp-1195130,BaSn(HO)6,1.6979,0.0
mp-1195373,Th(Se2O5)2,1.9151,0.0
mp-1195475,K3SmSi2O7,1.6677,0.0
mp-1195528,Rb2Th(MoO4)3,1.945,0.0
mp-1195555,K5Mo4O14F,1.7865,0.0
mp-1195558,Zn(H15N8)2,1.5123,0.0
mp-1195628,CsK2Mn3P4ClO14,1.6362,0.0
mp-1195682,Th(As4O9)2,1.8953,0.0
mp-1195770,LiZr2(AsO4)3,1.8205,0.0
mp-1195877,B10H13Cl,1.5879,0.0
mp-1196327,Ho2(MoO4)3,1.9228,0.0
mp-1196502,Rb8Nb6H28O33,1.7359,0.0
mp-1196852,PrH10N(ClO4)2,1.6151,0.0
mp-1196881,Li2TeWO6,2.0503,0.0
mp-1197417,BaLa2Sc2O7,2.1796,0.0
mp-1197584,CsH3(SeO4)2,1.5689,0.0
mp-1197762,Na2Y3Te4(ClO4)3,1.9705,0.0
mp-1197978,K2BiH4Cl5O2,1.6815,0.0
mp-1197980,CrPb2F7,1.8077,0.0
mp-1198495,SrH10Pb2Br6O5,1.9392,0.0
mp-1198818,La3Mo4O16F,2.0305,0.0
mp-1199394,Si(H3C)2,1.5664,0.0
mp-1199676,InH10N3O14,1.5495,0.0
mp-1199831,Na9Al2(H9O7)3,1.5417,0.0
mp-1200057,Li7La3(SnO6)2,2.0392,0.0
mp-1200255,Zn4P3H7(NO6)2,1.6354,0.0
mp-1200592,CsThMo2ClO8,1.9515,0.0
mp-1201146,H6CSN2O,1.623,0.0
mp-1201205,Li4BH10N3,1.6298,0.0
mp-1201441,CrP2H15O14,1.5587,0.0
mp-1201857,Si(H3C)2,1.5611,0.0
mp-1202063,K2NiH12(SeO7)2,1.604,0.0
mp-1202169,NaPr3Ge4O13,1.9583,0.0
mp-1202547,MnH9C4(NO2)3,1.5861,0.0
mp-1202629,CdH20N6OF2,1.577,0.0
mp-1204018,ZnH8C2S2(IN2)2,1.7502,0.0
mp-1204038,GaH3Br3N,1.6857,0.0
mp-1205722,KCaI3,1.8373,0.0
mp-1205913,Ba2FeF6,1.5972,0.0
mp-1206154,Rb3FeF6,1.4797,0.0
mp-1206562,NaTl3F6,1.7388,0.0
mp-1206621,KYbI3,1.8757,0.0
mp-1208164,Tl2SbF5,1.8072,0.0
mp-1208165,YZr6(PO4)9,1.7608,0.0
mp-1208925,SmAlGe2O7,1.932,0.0
mp-1209254,RbY(MoO4)2,1.9734,0.0
mp-1209371,RbDy(MoO4)2,1.9938,0.0
mp-1209387,Rb5In(MoO4)4,1.7425,0.0
mp-1209460,Rb2Mo(OF2)2,1.5863,0.0
mp-1209581,Rb3SbF6,1.4693,0.0
mp-1209584,Rb2Th(NO3)6,1.6582,0.0
mp-1209587,RbEr(MoO4)2,1.9704,0.0
mp-1209629,RbHo(MoO4)2,1.9669,0.0
mp-1209807,Pr2(MoO4)3,1.8902,0.0
mp-1209886,Nd3Ta(Cl3O2)2,2.0752,0.0
mp-1209926,RbTaGeO5,1.8884,0.0
mp-1210008,Pr2(MoO4)3,1.8941,0.0
mp-1210014,Nd2BeGa2O7,2.0121,0.0
mp-1210327,Pr2(MoO4)3,2.0726,0.0
mp-1210734,Na3PrV2O8,1.9078,0.0
mp-1210809,Na3Nd(AsO4)2,1.7985,0.0
mp-1211004,LiSm(WO4)2,2.0802,0.0
mp-1211118,Na3La(AsO4)2,1.7956,0.0
mp-1211409,KTb(MoO4)2,1.986,0.0
mp-1211448,KSr2I5,1.9926,0.0
mp-1211523,KSm(MoO4)2,1.9784,0.0
mp-1211941,K2TiZnO4,1.7966,0.0
mp-1212120,PrH10N(ClO4)2,1.6164,0.0
mp-1212770,HC9N10Cl7,1.5774,0.0
mp-1213060,DyAlGe2O7,1.9164,0.0
mp-1213082,ErGaO3,2.1523,0.0
mp-1213173,CsLa(WO4)2,2.149,0.0
mp-1213184,CsSm(MoO4)2,1.9788,0.0
mp-1213293,CsTb(MoO4)2,1.9684,0.0
mp-1213306,CsSm(MoO4)2,1.9748,0.0
mp-1213354,CsEr(MoO4)2,1.9793,0.0
mp-1213357,K3Sm2(NO3)9,1.6269,0.0
mp-1213413,CsHo(MoO4)2,1.987,0.0
mp-1213624,Ga2(MoO4)3,1.8883,0.0
mp-1214542,Ba6Y2Ga4O15,2.0268,0.0
mp-1214554,Ba6Sm2Ga4O15,2.0302,0.0
mp-1214555,Ba6Nd2Ga4O15,2.0273,0.0
mp-1214591,Ba6Pr2Ga4O15,2.0339,0.0
mp-1214722,Ba2Fe2ClF7,1.6295,0.0
mp-1214877,AlNi2BO5,1.9276,0.0
mp-1218095,SrNdGaO4,2.1563,0.0
mp-1218207,SrLaScO4,2.1274,0.0
mp-1218394,Sr3Be2B5HO13,1.6951,0.0
mp-1218436,SrAlSi5N7O2,1.9968,0.0
mp-1218509,SrCaLaSbO6,1.9974,0.0
mp-1218517,Sr4Al6MoO16,1.6819,0.0
mp-1218648,Sr6Al7ClO16,1.7087,0.0
mp-12194,K2Zn2(MoO4)3,1.8883,0.0
mp-1220031,Pr2(MoO4)3,2.0769,0.0
mp-1221029,NaPr9(Ge3O13)2,2.0102,0.0
mp-1221045,NaNd9(Ge3O13)2,2.0141,0.0
mp-1221800,Na2Mg3(MoO4)4,1.8021,0.0
mp-1222355,LiNdO2,2.0472,0.0
mp-1222576,Mn3Al4FeP4(H4O7)4,1.7156,0.0
mp-1222672,LiMgAl(MoO4)3,1.8642,0.0
mp-1223092,La3NdZr4O14,2.2122,0.0
mp-1223112,La3Al2Ga3SnO14,2.018,0.0
mp-1223321,KTaSi2O7,1.7782,0.0
mp-1223326,La3Mg2TaO9,2.1636,0.0
mp-1223355,KRb2CO3F,1.4953,0.0
mp-1223558,KH8WN2(OF)3,1.6091,0.0
mp-1224058,Ho3SOF5,1.8573,0.0
mp-1225346,Dy3SOF5,1.8923,0.0
mp-1227107,CaGaBiB2O7,2.0194,0.0
mp-1227496,Ca2GdTaO6,2.1234,0.0
mp-1227956,BaSrLa4Be2O10,2.1293,0.0
mp-1228119,BaPb3(NO3)8,1.767,0.0
mp-1228181,Ba3Be2B5HO13,1.7204,0.0
mp-1228581,Ba4Na2W2O11,2.0098,0.0
mp-1244597,MgTaBiO5,2.0887,0.0
mp-1246168,NaSi5N7,2.0681,0.0
mp-1251466,Na7Al12Si12H6ClO48,1.4942,0.0
mp-1273649,FePH6NO5,1.6372,0.0
mp-1286142,BaFe2(PO4)2,1.8411,0.0
mp-1288691,FePH6NO5,1.6316,0.0
mp-12944,HoAsO4,1.9099,0.0
mp-1297951,Al2NiO4,1.9286,0.0
mp-13056,Ba2LaTaO6,2.1585,0.0
mp-1310582,NaFeH4SO6F,1.5967,0.0
mp-13182,Li2TiGeO5,1.9604,0.0
mp-1318386,Li4Si2NiO7,1.7342,0.0
mp-13798,K2NaTlF6,1.5026,0.0
mp-14052,Ca3In2(SiO4)3,1.8724,0.0
mp-14152,SmNbO4,2.1937,0.0
mp-14246,Ba(AlS2)2,2.2177,0.0
mp-14292,Ba2NdSbO6,2.0623,0.0
mp-14526,Na4Hf2(GeO4)3,1.8051,0.0
mp-1517990,BaSrLaSbO6,2.059,0.0
mp-1518079,BaSrLaSbO6,2.0588,0.0
mp-1519132,SrCaHfSnO6,2.1001,0.0
mp-1519366,BaSrPrSbO6,2.0649,0.0
mp-1520046,BaCaHfSnO6,2.1476,0.0
mp-1521617,Ba2PrSbO6,2.0797,0.0
mp-1522133,BaSrNdSbO6,2.0625,0.0
mp-1522804,BaSrSmSbO6,2.0674,0.0
mp-1523339,BaSrGdSbO6,2.0758,0.0
mp-15577,Pr4Ga2O9,2.0313,0.0
mp-1569484,CaMnP2O7,1.6953,0.0
mp-1575580,K3FePCO7,1.6282,0.0
mp-1667394,NaLi2MnPCO7,1.6348,0.0
mp-16705,Pr2O3,2.0934,0.0
mp-16799,K3NdV2O8,1.8519,0.0
mp-16872,RbLi2Ga2(BO3)3,1.6572,0.0
mp-16927,NaTbGeO4,1.8549,0.0
mp-17101,CaNb2O6,2.1825,0.0
mp-17394,NaYGeO4,1.8375,0.0
mp-17464,SrGeO3,1.7737,0.0
mp-17487,NaErGeO4,1.8463,0.0
mp-17850,K3NaTh2O6,1.8839,0.0
mp-18203,KGe2(PO4)3,1.7002,0.0
mp-18334,NaHoGeO4,1.844,0.0
mp-18433,NdTaO4,2.2122,0.0
mp-18629,NaTmGeO4,1.8337,0.0
mp-18903,Sr2CdWO6,2.1018,0.0
mp-18932,LiPr(WO4)2,2.0715,0.0
mp-18997,LiMnPO4,1.7547,0.0
mp-19165,BaFe(Si2O5)2,1.651,0.0
mp-19209,LiAl(MoO4)2,1.9514,0.0
mp-20507,PbSO3,1.9793,0.0
mp-20820,Pb(NO3)2,1.8238,0.0
mp-22325,P2Pb2O7,1.9078,0.0
mp-22410,PbWO4,2.1999,0.0
mp-23117,La3W(ClO2)3,2.184,0.0
mp-23897,Rb3H(SeO4)2,1.5978,0.0
mp-23930,H4CSN2,1.6376,0.0
mp-24090,BaH4(IO)2,1.9224,0.0
mp-24121,Tb(HO)3,1.8333,0.0
mp-24141,CsHSeO4,1.5998,0.0
mp-24510,BaH2I2O7,1.8345,0.0
mp-24759,ZnH20Se2(NO7)2,1.5845,0.0
mp-26791,LiFePO4,1.6654,0.0
mp-26921,Li2Ni5(PO4)4,1.7717,0.0
mp-26927,LiMn2P3O10,1.605,0.0
mp-27245,BSBr,1.7105,0.0
mp-27599,KIn2F7,1.5161,0.0
mp-28202,K3NO4,1.5982,0.0
mp-28559,Na6Be8O11,1.6794,0.0
mp-28658,Na2CdCl4,1.731,0.0
mp-30146,CaSn2F6,1.7105,0.0
mp-30989,Sn(NO3)4,1.603,0.0
mp-31112,Tb3GaO6,2.0709,0.0
mp-31320,Nd(C2N3)3,1.7776,0.0
mp-3142,Ca(NO3)2,1.6481,0.0
mp-38008,Li2CdCl4,1.7476,0.0
mp-39511,LiCaTa2O6F,2.1543,0.0
mp-3963,K2CO3,1.5235,0.0
mp-41109,Ca3Er3Ge2BO13,1.9161,0.0
mp-4396,Ba(NO3)2,1.6258,0.0
mp-4618,Rb2SeO4,1.5832,0.0
mp-510730,K2FeH12(SO7)2,1.5295,0.0
mp-5226,K2SeO4,1.5708,0.0
mp-530449,Ca3(AsO4)2,1.8334,0.0
mp-540626,NiH8(IO5)2,1.7962,0.0
mp-541285,Th(TeO3)2,2.0941,0.0
mp-541954,Fe2P2H4O9,1.7078,0.0
mp-542331,Zn2P2O7,1.7739,0.0
mp-542678,AlAs(H2O3)2,1.6878,0.0
mp-542813,K2BeH4(SeO5)2,1.5565,0.0
mp-542976,SrFe2(PO4)2,1.778,0.0
mp-551741,Zn2P2O7,1.7905,0.0
mp-554072,K2CO3,1.5177,0.0
mp-554101,LiIn(MoO4)2,1.8927,0.0
mp-554402,La2(MoO4)3,2.0657,0.0
mp-554446,Li2NiPO4F,1.6592,0.0
mp-554901,Ga2Mo(SeO5)2,1.9598,0.0
mp-555159,Pr2O3,2.1473,0.0
mp-555257,Mg2BiPO6,1.8235,0.0
mp-555279,BSBr,1.7018,0.0
mp-555537,Na3ErV2O8,1.868,0.0
mp-555747,Lu2WO6,2.1491,0.0
mp-555904,NaSmGeO4,1.8603,0.0
mp-555979,Li2Pr(NO3)5,1.6875,0.0
mp-556026,VOF3,1.5991,0.0
mp-556039,Na3Y(BO3)2,1.6702,0.0
mp-556145,NaAsO2,1.7894,0.0
mp-556362,BiSeClO3,2.0796,0.0
mp-556638,K2Th(MoO4)3,1.9549,0.0
mp-556932,TlPO3,1.8184,0.0
mp-557025,K2SeO4,1.5749,0.0
mp-557127,Cs6Na2Nb6H36O37,1.7091,0.0
mp-557130,Zn2TeCl2O3,1.8723,0.0
mp-557543,K3LuSi2O7,1.665,0.0
mp-557713,Ba2LaTaO6,2.1627,0.0
mp-557717,Li3Nd3(WO6)2,2.0834,0.0
mp-558039,Sr2HoSbO6,2.0113,0.0
mp-558128,KNd2NbO6,2.0602,0.0
mp-558170,Rb3PO4,1.576,0.0
mp-558362,CaMgGeO4,1.8008,0.0
mp-558580,Na2Zn(SiO3)2,1.6235,0.0
mp-558660,Mg2BiPO6,1.8259,0.0
mp-559085,Y2WO6,2.1428,0.0
mp-559204,H3CS,1.6577,0.0
mp-559208,SrTiSi2O7,1.8405,0.0
mp-559364,SrBi2(B2O5)2,1.9148,0.0
mp-559770,Nd4Ga2O9,2.0363,0.0
mp-559903,NaLa(SeO3)2,1.9416,0.0
mp-560630,NdTl(MoO4)2,2.0345,0.0
mp-560647,Ca2GeO4,1.8498,0.0
mp-560934,Na2Zn5(PO4)4,1.6487,0.0
mp-561072,Sr2DySbO6,2.0214,0.0
mp-561158,Na4Zr(MoO4)4,1.956,0.0
mp-561254,NaLi3GeO4,1.6997,0.0
mp-5632,DyAsO4,1.9318,0.0
mp-568796,RbYbI3,1.8655,0.0
mp-570168,Rb2ZnBr4,1.6805,0.0
mp-570645,Ca2Si5N8,2.1146,0.0
mp-572231,CsDy(MoO4)2,2.014,0.0
mp-573109,Sm2Se5O13,1.9192,0.0
mp-584134,LiBiP2O7,1.9268,0.0
mp-601268,FePH5CO4,1.5963,0.0
mp-6016,NdAlGe2O7,1.9281,0.0
mp-6037,Ba2SmSbO6,2.0696,0.0
mp-605486,ScTl(MoO4)2,2.0392,0.0
mp-607267,KPb2Cl5,2.0332,0.0
mp-6172,Al2Fe3(SiO4)3,1.9108,0.0
mp-622203,BaMnGaF7,1.5575,0.0
mp-6240,LiIn(SiO3)2,1.7659,0.0
mp-625861,H7NO6,1.4622,0.0
mp-626225,Ca(H8O5)2,1.5371,0.0
mp-626291,Ca(H8O5)2,1.519,0.0
mp-626308,Ca(H8O5)2,1.5186,0.0
mp-626337,Sr(H8O5)2,1.5218,0.0
mp-648211,PNCl2,1.7246,0.0
mp-650228,KIn(MoO4)2,1.8662,0.0
mp-667360,CsSbOF4,1.5525,0.0
mp-6712,NaLuGeO4,1.838,0.0
mp-679969,PCN2Cl3,1.6223,0.0
mp-680193,Ca4Al6O13,1.8537,0.0
mp-683949,AlP3(NCl3)3,1.6874,0.0
mp-683974,Pr2(SeO3)3,1.946,0.0
mp-684090,LiSbP2O7,1.8041,0.0
mp-684493,LiSn2P3O10,1.8039,0.0
mp-693132,ZnGaP2H4NO8,1.6201,0.0
mp-694985,Na2Sc4Zn2(MoO4)9,1.856,0.0
mp-695571,Na5Ca6Nd5Zr16O48,2.1642,0.0
mp-695829,RbHSeO4,1.5862,0.0
mp-696794,RbHSeO4,1.5882,0.0
mp-697121,MgZn2H12(BrO)6,1.7073,0.0
mp-698227,CrP2H13(NO5)2,1.5833,0.0
mp-698655,KMgIn(MoO4)3,1.74,0.0
mp-705401,Li2Ni4P4O15,1.6475,0.0
mp-705530,P3H4N5Cl4,1.6229,0.0
mp-707206,TeP6H30(NO4)6,1.539,0.0
mp-707227,K5H3S5O14,1.4987,0.0
mp-707334,K7P6H2NO22,1.5027,0.0
mp-707473,InP(H2O3)2,1.6756,0.0
mp-707754,CaH2I2O7,1.8658,0.0
mp-707866,SrZnH6O5,1.6449,0.0
mp-720300,H4CSN2Cl,1.7004,0.0
mp-734875,H2Pb4C(Cl3O2)2,2.0942,0.0
mp-752424,Ba4Br6O,1.8212,0.0
mp-752430,Li4MnSi2O7,1.7246,0.0
mp-752442,BaLu2O4,2.0292,0.0
mp-752682,Ba2Sr7I18,1.8999,0.0
mp-752828,Li2Si2NiO6,1.7035,0.0
mp-753613,LiMnPO4,1.623,0.0
mp-753624,LiMnPO4,1.7378,0.0
mp-753724,Li3Ni5OF11,1.5833,0.0
mp-753731,Ba2CaI6,1.8395,0.0
mp-753800,NbOF3,1.704,0.0
mp-753945,ClOF3,1.4703,0.0
mp-754114,SrSc2O4,2.0031,0.0
mp-754122,LiNiPO4,1.7595,0.0
mp-754184,ErAlO3,1.8968,0.0
mp-754196,Ba2SrI6,1.8335,0.0
mp-754217,SmIO,2.141,0.0
mp-754354,Ba4OF6,1.5919,0.0
mp-754599,BaTm2O4,2.0735,0.0
mp-754662,LiFeF4,1.5373,0.0
mp-754667,BaSr2I6,1.9219,0.0
mp-754885,SrCaI4,1.9046,0.0
mp-755015,NaLaO2,1.9796,0.0
mp-755336,NdIO,2.1295,0.0
mp-755358,LuAlO3,1.9058,0.0
mp-755416,HoGaO3,2.1491,0.0
mp-755612,DyGaO3,2.1688,0.0
mp-755632,LiFeF4,1.5334,0.0
mp-755747,Li2FeF4,1.516,0.0
mp-755829,BSbO3,1.8426,0.0
mp-755902,Lu(HO)3,1.8098,0.0
mp-755954,BaSr2I6,1.8741,0.0
mp-756098,BaSrI4,1.9385,0.0
mp-756130,LiMnF3,1.472,0.0
mp-756131,Sr2CaI6,1.88,0.0
mp-756277,Er3TaO7,2.1441,0.0
mp-756290,TbGaO3,2.1638,0.0
mp-756327,Li3MnPCO7,1.6587,0.0
mp-756406,Li2Zr2O5,2.1541,0.0
mp-756604,Li2FeP2O7,1.6122,0.0
mp-756648,LiNdO2,1.945,0.0
mp-756919,Mg3(AsO4)2,1.6992,0.0
mp-757038,LiSiBiO4,2.0394,0.0
mp-757110,Na3NiPCO7,1.6398,0.0
mp-757255,LiFePO4,1.7525,0.0
mp-758238,Na2ZnPHO5,1.5971,0.0
mp-758390,LiNiPO4,1.8537,0.0
mp-758651,Li3Sb3(PO4)4,1.8322,0.0
mp-758685,LiFe(PO3)3,1.6313,0.0
mp-758815,Li2Mn(PO3)4,1.5793,0.0
mp-758909,LiFePO4,1.6743,0.0
mp-759093,LiMnF3,1.4995,0.0
mp-759128,Li3Sb2(PO4)3,1.9028,0.0
mp-759158,Li3MnF5,1.4122,0.0
mp-759220,Li2MnPO4F,1.6631,0.0
mp-759329,LiBi3(P3O10)2,1.7955,0.0
mp-759429,Li3Mn2F7,1.4691,0.0
mp-759680,LiSi2BiO6,1.9095,0.0
mp-759779,FeP4O11,1.6332,0.0
mp-759967,KLiMnP3HO10,1.586,0.0
mp-760979,Na2Ti2O5,1.7836,0.0
mp-764273,Na2LiMnPCO7,1.6282,0.0
mp-764857,Li2Ni2(SO4)3,1.6762,0.0
mp-765590,LiFePO4,1.7768,0.0
mp-766313,BaCa2I6,1.9071,0.0
mp-766343,Ba2CaI6,1.9346,0.0
mp-766348,BaCaI4,1.926,0.0
mp-766492,Sr2CrCO3F5,1.593,0.0
mp-766510,Li12MnFe3P4(CO7)4,1.6789,0.0
mp-766539,Li12FeNi3P4(CO7)4,1.6871,0.0
mp-767530,BaNa3PCO7,1.5883,0.0
mp-768378,Ba2YBr7,1.782,0.0
mp-768457,Sb2(SO4)3,1.8631,0.0
mp-768582,Na3BiBPO7,1.7786,0.0
mp-768776,LiBiB2O5,2.0615,0.0
mp-769246,Sr4Ta2O9,2.0572,0.0
mp-769394,Ba4Ta2O9,2.0327,0.0
mp-770284,SmTaO4,2.2165,0.0
mp-770559,Dy2WO6,2.2065,0.0
mp-770836,Ba5Sc6O14,1.99,0.0
mp-771003,NaLi2MnPCO7,1.6347,0.0
mp-771017,Tb2WO6,2.1749,0.0
mp-771090,Gd2W4O15,1.9318,0.0
mp-771253,Sm2Zr2O7,2.1508,0.0
mp-771831,Sr2LaCl7,1.7352,0.0
mp-771918,Li2MnPO4F,1.6717,0.0
mp-771963,Ba2LaCl7,1.7429,0.0
mp-771976,Rb2Be2O3,1.6826,0.0
mp-772089,SrLaCl5,1.7685,0.0
mp-772156,ErAsO4,1.9128,0.0
mp-772306,Na5LiFe2P2(CO7)2,1.648,0.0
mp-772444,NaLi5Mn2P2(CO7)2,1.6682,0.0
mp-772514,Na5LiFe2P2(CO7)2,1.6473,0.0
mp-772536,Na5LiFe2P2(CO7)2,1.6459,0.0
mp-772544,Na2LiFePCO7,1.6617,0.0
mp-772638,Ho2WO6,2.1428,0.0
mp-772652,NaLi5Mn2P2(CO7)2,1.6617,0.0
mp-772670,Na5LiFe2P2(CO7)2,1.6491,0.0
mp-772727,NaLi5Mn2P2(CO7)2,1.6642,0.0
mp-772878,Ba2SrI6,1.9173,0.0
mp-772930,Na2LiFePCO7,1.6541,0.0
mp-773910,Er2GeO5,1.9951,0.0
mp-774105,Ca5Ge3O11,1.8563,0.0
mp-774193,La2WO6,2.1673,0.0
mp-774616,H5C3N5O,1.6288,0.0
mp-775211,Ho2WO6,2.1528,0.0
mp-775945,Li2MnFe(PO4)2,1.7748,0.0
mp-776386,ZrO2,2.1817,0.0
mp-776393,Li2MnP2O7,1.6817,0.0
mp-776635,Li2FeF5,1.524,0.0
mp-777151,LiFe2F7,1.537,0.0
mp-777298,LiMnF3,1.4592,0.0
mp-777352,LiMnF3,1.462,0.0
mp-777423,Na6Ti2O7,1.7052,0.0
mp-777451,Li2FeF4,1.4754,0.0
mp-777673,Li2FeF4,1.4705,0.0
mp-777674,LiFeF4,1.4707,0.0
mp-777787,HoAsO4,1.9823,0.0
mp-778123,Li2Mn3P4(HO4)4,1.6651,0.0
mp-778484,La2WO6,2.1817,0.0
mp-778700,Li2FeF4,1.4642,0.0
mp-778814,Tm2WO6,2.1467,0.0
mp-780200,LiFePH2O5,1.6723,0.0
mp-780484,Li5Mn2(PO4)3,1.6803,0.0
mp-780724,LiSbP2O7,1.8342,0.0
mp-780845,LiMn(PO3)3,1.6316,0.0
mp-781053,LiFeP3(HO5)2,1.6073,0.0
mp-782053,Sr9La5Cl33,1.8291,0.0
mp-8248,Rb2TeO3,1.6568,0.0
mp-849229,H5NO5,1.5041,0.0
mp-850917,LiFePO4,1.7986,0.0
mp-861957,KNaSmTaO5,1.9361,0.0
mp-862718,SrSn(PO4)2,1.7514,0.0
mp-867623,LiMnPO4,1.6453,0.0
mp-867765,Li2Si5Ni2O13,1.7055,0.0
mp-8774,Rb3CO3F,1.4993,0.0
mp-9167,SrCN2,1.7987,0.0
mp-972117,SrTeO3,1.8905,0.0
mp-972216,Sr2SmSbO6,2.0243,0.0
mp-972831,SiGeN2O,1.9345,0.0
mp-989529,KRb2InCl6,1.6087,0.0
mvc-10081,CaFe2(PO4)2,1.7799,0.0
mvc-14697,SbF5,1.4356,0.0
mvc-5479,CaSnP2O7,1.8396,0.0
mvc-6726,CaSnP2O7,1.8322,0.0
mvc-9807,ZnSb2P2O9,1.8475,0.0
mp-1019534,BaAl4O7,1.7003,0.0
mp-1019796,K4P2O7,1.5167,0.0
mp-1036861,BaMg30NiO32,1.8363,0.0
mp-1037464,Mg30ZnCdO32,1.8236,0.0
mp-1037533,Mg30ZnNiO32,1.8054,0.0
mp-1037598,SrMg30ZnO32,1.8217,0.0
mp-1037624,RbYMg30O32,1.8312,0.0
mp-10444,Ca2Al2O5,1.8535,0.0
mp-1045,Nd2O3,2.0906,0.0
mp-10731,Ba2PrSbO6,2.0717,0.0
mp-1077866,BaZnBO3F,1.7404,0.0
mp-10942,KNaLaNbO5,2.0334,0.0
mp-1095234,DyNbO4,2.2277,0.0
mp-1101478,NaLi5Fe2P2(CO7)2,1.6711,0.0
mp-1102308,BaSn(PO4)2,1.7451,0.0
mp-1111173,K3InCl6,1.6098,0.0
mp-1111201,K2RbYBr6,1.6836,0.0
mp-1111212,K2RbInCl6,1.5883,0.0
mp-1111261,K2LiBiCl6,1.7887,0.0
mp-1112075,K2YAgCl6,1.7897,0.0
mp-1112125,Cs2RbInCl6,1.5918,0.0
mp-1112443,K2TmAgCl6,1.798,0.0
mp-1112991,Cs3InCl6,1.5922,0.0
mp-1113286,CsRb2TlF6,1.5533,0.0
mp-1113542,Cs2LuAgCl6,1.8124,0.0
mp-1113580,Rb2TmAgCl6,1.7929,0.0
mp-1113616,Rb2SmAgCl6,1.7895,0.0
mp-1113719,Rb2NdAgCl6,1.794,0.0
mp-1113725,Rb2ErAgCl6,1.7887,0.0
mp-1113737,Rb2LuAgCl6,1.8111,0.0
mp-1114397,Rb2YInF6,1.566,0.0
mp-1114562,Rb2LiBiCl6,1.7968,0.0
mp-1114625,Rb3InCl6,1.5812,0.0
mp-1171036,CaFe(Si2O5)2,1.6685,0.0
mp-1171109,MgSi2NiO6,1.756,0.0
mp-1173819,Na3Cd4P6H10(ClO8)3,1.6336,0.0
mp-1176698,LiFeF3,1.5239,0.0
mp-1177120,Li5Mn2(PO4)3,1.6693,0.0
mp-1177612,Li3MnPCO7,1.6516,0.0
mp-1177905,Li2MnP2O7,1.6325,0.0
mp-1178508,BaSrI4,1.8784,0.0
mp-1180394,Pr2Hf3(MoO4)9,1.9668,0.0
mp-1180434,Na2H18SO9,1.5328,0.0
mp-1181439,Fe3B7BrO13,1.8774,0.0
mp-1181908,NiH20Se2(NO7)2,1.5918,0.0
mp-1182735,FePH5CO8,1.5588,0.0
mp-1182786,CsLi2(HO)3,1.6031,0.0
mp-1190087,CsLiI2,1.7815,0.0
mp-1190513,FeH5CN(ClO)2,1.6676,0.0
mp-1190967,BaReH9,2.0137,0.0
mp-1191333,Zn2MoSeO7,1.9604,0.0
mp-1191721,BaReH9,1.9546,0.0
mp-1192433,Na5Pr4Ge4O16F,1.8791,0.0
mp-1192524,Na2Th(AsO4)2,1.7894,0.0
mp-1192544,Na5Nd4Ge4O16F,1.8932,0.0
mp-1194590,B2Se3O10,1.8124,0.0
mp-1194619,Rb4Th(MoO4)4,1.8294,0.0
mp-1194672,SrSn(HO)6,1.6942,0.0
mp-1194748,Ba4Zn4B14Pb2O31,1.7582,0.0
mp-1194874,TlB3O5,1.8227,0.0
mp-1194964,ErH4I3O11,1.9224,0.0
mp-1195124,Ba5Zn2B4(O6F)2,1.7979,0.0
mp-1195127,Ba4Zn4B14Pb2O31,1.7505,0.0
mp-1195969,CaH14I2O7,1.6455,0.0
mp-1196125,Si(H3C)2,1.5541,0.0
mp-1196677,CsOsC3(ClO)3,1.6313,0.0
mp-1197205,K2ZnH12(SeO7)2,1.5776,0.0
mp-1197409,Ga4Si12H138C55S4,1.5601,0.0
mp-1197686,GaGe2H5CNO6,1.6902,0.0
mp-1197840,Zn6P4H14O23,1.6813,0.0
mp-1198192,Rb2ZnBr4,1.6721,0.0
mp-1198796,RbSnF3,1.6227,0.0
mp-1199276,CsScAs2(HO4)2,1.7596,0.0
mp-1199687,Si6As2H36(C4O)3,1.565,0.0
mp-1199786,Zn5P4H12C2(NO8)2,1.6233,0.0
mp-1199855,ZnSb2Cl2O3,2.0229,0.0
mp-1200099,Rb2ZnBr4,1.6737,0.0
mp-1200218,K2Fe3P4(HO4)4,1.6313,0.0
mp-1200437,Ca2Zn3Si3PbO12,1.82,0.0
mp-1200569,Rb3Cd(BO2)5,1.595,0.0
mp-1200745,RbNd(MoO4)2,1.9638,0.0
mp-1200796,Ba3In2(PO4)4,1.7354,0.0
mp-12010,BaSeO4,1.768,0.0
mp-1201141,Be4N6O19,1.5616,0.0
mp-1201210,InH6(ClO)3,1.6001,0.0
mp-1201360,Ba4MgC4(N4F)2,1.9209,0.0
mp-1201525,Na2MoH2O3F4,1.5483,0.0
mp-1201627,RbH4CN3,1.7245,0.0
mp-1201723,Sn3SbF9,1.7605,0.0
mp-1202018,CsH4NO,1.6343,0.0
mp-1202080,BaSnH16O11,1.5733,0.0
mp-1202242,NaMgH2C3O7,1.5135,0.0
mp-1202326,NiP2(PbO4)2,1.9251,0.0
mp-1202441,Cr2Ni2H64N13Cl11O12,1.62,0.0
mp-1202457,ZnSi4H36(C6N)2,1.4919,0.0
mp-1202482,Cd3H18S4N2O21,1.6229,0.0
mp-1202534,Ca10Ag(PO4)7,1.7563,0.0
mp-1202709,K2SnH2Cl4O,1.713,0.0
mp-1202988,Rb2In3F11,1.5071,0.0
mp-1203259,CsH4CN3,1.6934,0.0
mp-1203485,Fe3B11HO20,1.8233,0.0
