material_id,formula,wyckoff,bandgap_pred_n0,bandgap_ale_n0,bandgap_target
mp-865188,Mg1 H8 Cl2 O12,A2B8CD12_pearson_12_i_2j_a_g3ij:Cl-H-Mg-O,4.8558,0.1132,5.3273
wbm-1-50492,Sb4 S4 Cl4,ABC_pearson_62_c_c_c:Cl-S-Sb,1.8573,0.0793,1.68
mp-1880,Sb2 F6,A3B_pearson_40_bc_b:F-Sb,4.2779,0.0919,4.5411
wbm-4-29723,Sr2 Ag1 P1,ABC2_pearson_225_a_b_c:Ag-P-Sr,0.0813,0.0415,0.43
wbm-1-60066,Cs2 Y2 Hg2 Te6,ABC3D_pearson_63_c_c_cf_a:Cs-Hg-Te-Y,0.9769,0.0279,0.98
wbm-3-50500,Cs2 K4 Ag2 O4,ABC2D2_pearson_58_a_c_g_g:Ag-Cs-K-O,1.588,0.0609,1.55
mp-25262,Ti4 O8,A2B_pearson_227_e_c:O-Ti,0.0546,0.1999,1.7179
mp-758192,Li2 Cu2 P2 O8,ABC4D_pearson_9_a_a_4a_a:Cu-Li-O-P,0.8245,0.1768,0.1274
wbm-3-23120,Na2 V1 F6,A6B2C_pearson_162_k_c_b:F-Na-V,1.9755,0.101,1.83
mp-28567,Li2 Bi2 F8,AB4C_pearson_88_a_f_b:Bi-F-Li,4.2445,0.0927,4.8768
mp-756079,Li4 Mn2 F12,A6B2C_pearson_147_2g_abd_d:F-Li-Mn,0.3741,0.1915,2.9208
mp-1222352,Li2 Ti2 Rh2 O8,AB4CD_pearson_74_e_hi_a_c:Li-O-Rh-Ti,0.8744,0.1657,1.0782
mp-754128,Ba3 Hf2 O7,A3B2C7_pearson_139_ae_e_beg:Ba-Hf-O,3.2797,0.1189,3.5977
wbm-2-37203,Pr4 O4 F4,ABC_pearson_129_a_b_c:F-O-Pr,4.8884,0.0777,4.8
wbm-4-3779,Ba2 Cd1 B2 O6,A2B2CD6_pearson_12_i_i_a_ij:B-Ba-Cd-O,3.1162,0.0868,3.03
wbm-3-53441,Ho2 Co1 W1 O6,AB2C6D_pearson_225_a_c_e_b:Co-Ho-O-W,0.3924,0.0669,0.4
mp-755675,Li4 Al1 Cr3 O8,AB3C4D8_pearson_12_a_bh_ei_2ij:Al-Cr-Li-O,1.9373,0.9295,3.1284
mp-764056,Na6 Ni4 O8,A3B2C4_pearson_63_cf_ac_h:Na-Ni-O,2.5431,0.2876,0.7924
mp-865280,Nb1 Al1 Fe2,AB2C_pearson_225_a_c_b:Al-Fe-Nb,0.2524,0.0542,0.3314
mp-1176780,Li2 Co2 S4,ABC2_pearson_13_e_f_g:Co-Li-S,0.1603,0.0746,0.6055
mp-570218,Li12 Be12 H36,AB3C_pearson_14_3e_9e_3e:Be-H-Li,4.3384,0.5869,4.8396
wbm-3-67580,Gd1 In1 Se2,ABC2_pearson_166_a_b_c:Gd-In-Se,0.2954,0.1614,0.04
wbm-1-37761,Sn4 O8,A2B_pearson_141_e_a:O-Sn,1.4739,0.1696,1.31
mp-19734,Mg1 Pb1 F6,A6BC_pearson_148_f_a_b:F-Mg-Pb,2.9217,0.174,3.0598
mp-1190655,Li4 B4 H16,AB4C_pearson_13_g_4g_g:B-H-Li,5.3254,0.455,1.0148
mp-1180252,Ni2 C8 Br6 N2,A3B4CD_pearson_4_3a_4a_a_a:Br-C-N-Ni,0.8367,0.3927,0.4231
mp-1182774,Cs4 S4 O16,AB4C_pearson_14_e_4e_e:Cs-O-S,1.5068,1.4107,0.1174
mp-1100346,Ca2 Sn3 S8,A2B8C3_pearson_166_c_ch_d:Ca-S-Sn,0.2661,0.0619,1.1755
wbm-2-24122,Li2 Pt2 Br8,A4BC_pearson_14_2e_a_d:Br-Li-Pt,0.0075,0.0474,0.04
mp-555802,Zn6 Fe4 Se12 O36,A2B18C6D3_pearson_14_e_9e_3e_ae:Fe-O-Se-Zn,0.3229,0.2832,2.4708
mp-1228169,Ba4 Nb1 Co2 Mo1 O12,A4B2CDE12_pearson_123_i_ad_b_c_ghjk:Ba-Co-Mo-Nb-O,0.0729,0.0508,0.6726
wbm-1-37152,K4 In4 O8,ABC2_pearson_92_a_a_b:In-K-O,1.8463,0.0806,1.79
mp-1175445,Li9 Co7 O16,A7B9C16_pearson_12_aij_bcdij_4i2j:Co-Li-O,0.0651,0.0342,0.0309
mp-1225854,Cs2 Ta2 W2 O12,AB6CD_pearson_74_e_2ej_a_c:Cs-O-Ta-W,3.3735,0.1107,3.1466
wbm-3-23279,Pr1 Au1 F6,AB6C_pearson_148_a_f_b:Au-F-Pr,0.7083,0.0604,0.58
mp-1189464,Zr2 Tl4 Pb2 Se8,AB4C2D_pearson_15_e_2f_f_e:Pb-Se-Tl-Zr,1.0788,0.0758,1.0205
wbm-4-25553,Ho1 Sc1 O4,AB4C_pearson_12_a_2i_d:Ho-O-Sc,2.351,0.1092,2.36
mp-23507,In2 Sn4 Br10,A5BC2_pearson_140_cl_a_h:Br-In-Sn,2.1432,0.0734,2.3079
wbm-2-43295,Cu4 Hg2 S2 Cl4,A2B2CD_pearson_36_b_b_a_a:Cl-Cu-Hg-S,0.1038,0.0445,0.67
wbm-3-54297,Yb1 Eu2 Mo1 O6,A2BC6D_pearson_225_c_a_e_b:Eu-Mo-O-Yb,0.1247,0.0458,0.13
mp-1225938,Cs2 Mg2 Co2 F12,ABC6D_pearson_74_a_e_2ej_c:Co-Cs-F-Mg,1.7996,0.1802,1.9747
mp-778554,Li4 Mn2 F8,A4B2C_pearson_7_4a_2a_a:F-Li-Mn,3.3302,0.2454,3.8589
wbm-3-71166,Pr2 In2 Si2,ABC_pearson_109_a_a_a:In-Pr-Si,0.1426,0.0657,0.12
mp-20310,Li4 In4 Se8,ABC2_pearson_33_a_a_2a:In-Li-Se,1.4524,0.3064,1.6262
mp-643791,Rb2 P2 H4 O8,A2B4CD_pearson_11_ae_2ef_e_e:H-O-P-Rb,5.1721,0.1197,5.1052
wbm-1-6501,Rb2 Pb1 Br6,A6BC2_pearson_225_e_a_c:Br-Pb-Rb,0.3999,0.2368,0.29
wbm-3-52460,Sm1 Lu1 O4,AB4C_pearson_12_a_2i_d:Lu-O-Sm,2.1892,0.0918,2.07
mp-1111333,K3 Sb1 F6,A6B3C_pearson_225_e_ac_b:F-K-Sb,3.9052,0.0932,3.8754
wbm-3-22338,Ca1 Fe1 F6,AB6C_pearson_12_a_ij_d:Ca-F-Fe,1.929,0.1182,1.96
mp-1029951,Te2 Mo1 W3 Se4 S2,AB2C4D2E3_pearson_156_a_2a_2a2b_2b_a2b:Mo-S-Se-Te-W,0.3396,0.1592,1.0919
wbm-4-25655,Hf2 V2 O8,AB4C_pearson_12_i_4i_i:Hf-O-V,2.1629,0.1133,1.84
wbm-1-57631,Ba2 Te2,AB_pearson_194_a_c:Ba-Te,1.7217,0.0447,1.68
mp-695772,Mo2 P8 O24,AB12C4_pearson_15_e_6f_2f:Mo-O-P,1.0604,0.3593,1.8145
mp-1518774,Sr8 Gd4 Nb4 O24,ABC6D2_pearson_201_b_c_h_ad:Gd-Nb-O-Sr,2.9881,0.0428,2.8344
mp-1192303,Pr2 Mn3 Sb4 S12,A3B2C12D4_pearson_12_ai_i_6i_2i:Mn-Pr-S-Sb,0.1575,0.0367,0.1967
mp-756422,Li4 Cu1 Si2 O7,AB4C7D2_pearson_5_a_2c_b3c_c:Cu-Li-O-Si,1.4881,1.7093,0.6418
mp-849325,Sb2 H8 N2 Cl12,A6B4CD_pearson_15_3f_2f_e_c:Cl-H-N-Sb,1.9665,0.12,2.0339
wbm-2-15298,Cs2 Al1 Ga1 F6,AB2C6D_pearson_225_a_c_e_b:Al-Cs-F-Ga,3.1832,0.6492,5.14
mp-1247784,Cs2 Se1,A2B_pearson_164_d_a:Cs-Se,0.9117,0.1368,1.2841
mp-760115,V3 O4 F4,A4B4C3_pearson_6_2a2b_2a2b_2ab:F-O-V,0.4338,0.2595,0.7259
wbm-4-27182,Ho2 Ni1 Ge1 O6,AB2CD6_pearson_12_a_i_d_ij:Ge-Ho-Ni-O,3.4298,0.0536,3.48
wbm-1-50398,Au2 S2,AB_pearson_12_ad_i:Au-S,0.4608,0.091,0.91
wbm-4-10242,K2 Ni2 F8,A4BC_pearson_15_2f_e_c:F-K-Ni,1.3819,0.3181,1.3
mp-560175,Na8 Th2 Mo8 O32,A4B4C16D_pearson_88_f_f_4f_a:Mo-Na-O-Th,3.9399,0.1281,3.9494
wbm-1-43967,Cd36 Cl12 O12,A3BC_pearson_15_9f_3f_3f:Cd-Cl-O,1.4522,0.1779,0.96
wbm-1-40478,Ga1 Cl1 O4,ABC4_pearson_216_a_b_e:Cl-Ga-O,2.8127,0.359,4.27
wbm-1-57500,Te8 W4,A2B_pearson_194_f_c:Te-W,1.2509,0.0458,1.01
mp-568100,Re1 N1 Cl4,A4BC_pearson_79_c_a_a:Cl-N-Re,0.4784,0.1019,1.1042
wbm-5-18579,Cd1 S6 I2,AB2C6_pearson_12_a_h_ij:Cd-I-S,1.5333,0.1353,1.84
mp-1214695,Ba2 V1 Cu2 F12,A2B2C12D_pearson_2_i_i_6i_a:Ba-Cu-F-V,0.4428,0.0559,0.7368
wbm-5-9892,Gd2 Cr1 H6,AB2C6_pearson_225_a_c_e:Cr-Gd-H,0.3647,0.2222,0.03
wbm-1-52922,Hg1 Au2 Se1,A2BC_pearson_225_c_a_b:Au-Hg-Se,0.2944,0.0515,0.09
wbm-1-25683,Li2 Cr2 O4 F4,AB2CD2_pearson_13_e_g_f_g:Cr-F-Li-O,0.4049,0.1314,0.16
wbm-1-24988,Li2 Gd2 F8,A4BC_pearson_125_m_a_d:F-Gd-Li,3.9815,0.1034,4.49
mp-569710,Rb2 Nb6 Cu2 Cl18,A9BC3D_pearson_2_9i_i_3i_i:Cl-Cu-Nb-Rb,1.553,0.0946,0.9843
wbm-2-30895,Na1 Sc1 Te2,ABC2_pearson_166_a_b_c:Na-Sc-Te,0.6549,0.0531,0.68
wbm-1-43547,Hf3 Ge1 O8,AB3C8_pearson_215_a_c_2e:Ge-Hf-O,3.6769,0.3963,4.31
mp-1205629,Cs3 Fe1 F6,A3B6C_pearson_225_ac_e_b:Cs-F-Fe,3.9141,0.1169,4.0291
wbm-3-23970,Yb2 Sn1 F8,A8BC2_pearson_12_4i_a_i:F-Sn-Yb,3.7625,0.0832,3.4
mp-766424,V8 O16 F8,AB2C_pearson_14_2e_4e_2e:F-O-V,1.5097,0.5869,2.5219
wbm-3-54643,Yb2 Er1 Sb1 O6,AB6CD2_pearson_225_a_e_b_c:Er-O-Sb-Yb,3.0323,0.1414,3.11
mp-554826,Pr6 Si4 Cl2 O16,AB8C3D2_pearson_15_e_4f_ef_f:Cl-O-Pr-Si,4.8613,0.0997,5.1405
wbm-4-10590,Dy1 Lu1 F6,AB6C_pearson_225_a_e_b:Dy-F-Lu,7.1862,0.1204,7.14
mp-1105368,Nb2 Al2 Br16,AB8C_pearson_63_c_2f2g_c:Al-Br-Nb,1.2715,0.1871,1.534
wbm-2-34842,Na3 Ti1 O4,A3B4C_pearson_5_ac_abc_b:Na-O-Ti,1.286,0.6738,0.4
mp-1197323,Ca2 Zr2 Al18 B2 O36,A9BCD18E_pearson_173_3c_b_a_6c_b:Al-B-Ca-O-Zr,3.8728,0.1137,4.8919
mp-24019,H16 N4 Cl4 O4,AB4CD_pearson_14_e_4e_e_e:Cl-H-N-O,5.4604,0.2797,5.3368
wbm-3-66649,Sc4 As4 Se4,ABC_pearson_62_c_c_c:As-Sc-Se,0.1751,0.0692,0.18
mp-16909,K2 Mo6 O18,AB3C9_pearson_12_i_ij_g4i2j:K-Mo-O,0.7577,0.4529,1.0438
mp-1100440,Na1 Sc1 Sn1,ABC_pearson_216_a_c_b:Na-Sc-Sn,0.3311,0.1457,0.3425
mp-1179913,Pr4 Tl4 S8 O40,A10BC2D_pearson_14_10e_e_2e_e:O-Pr-S-Tl,0.4753,0.4061,1.1259
wbm-1-38306,Ca4 Pd4 O12,AB3C_pearson_62_c_cd_a:Ca-O-Pd,0.1012,0.0747,0.28
wbm-1-38631,Eu2 Hf2 O6,ABC3_pearson_140_b_c_ah:Eu-Hf-O,0.2255,0.0533,0.42
mp-24012,Ho1 H1 Se1,ABC_pearson_187_a_c_f:H-Ho-Se,1.5547,0.0633,1.55
wbm-1-38885,In4 Sb4 O12,AB3C_pearson_163_f_i_ac:In-O-Sb,1.2505,0.0678,1.06
mp-1197728,Fe4 B2 P6 O24,AB2C12D3_pearson_176_a_f_2hi_h:B-Fe-O-P,3.6848,0.2174,2.0289
mp-759168,Li6 V2 O4 F4,A2B3C2D_pearson_13_g_e2f_g_e:F-Li-O-V,1.9047,0.1809,0.4632
wbm-1-47438,Rb4 Cd4 I12,AB3C_pearson_62_c_3c_c:Cd-I-Rb,2.3612,0.0649,2.14
wbm-2-51983,Ba4 Zn4 Ge4,ABC_pearson_198_a_a_a:Ba-Ge-Zn,0.433,0.1323,0.25
mp-754717,Rb2 Br2 O8,AB4C_pearson_88_a_f_b:Br-O-Rb,3.0673,0.1987,3.166
mp-555918,Hg8 Se4 O12,A2B3C_pearson_36_2b_3b_b:Hg-O-Se,0.7844,0.1417,2.3265
mp-17148,Na12 Ga4 Se12,AB3C3_pearson_14_e_3e_3e:Ga-Na-Se,1.9814,0.078,2.0844
mp-867625,Er4 H4 S8 O32,ABC8D2_pearson_14_e_e_8e_2e:Er-H-O-S,5.2548,1.5783,5.7551
mp-755118,V4 O7 F5,A5B7C4_pearson_3_a2e_bcd2e_2e:F-O-V,0.7354,0.174,0.6359
mp-755254,Li1 Fe2 Cl2 O2,A2B2CD2_pearson_25_bc_ad_a_bc:Cl-Fe-Li-O,0.3083,0.1985,1.2117
wbm-3-39216,K2 Mg1 Sn1 Se4,A2BC4D_pearson_121_c_a_i_b:K-Mg-Se-Sn,1.8511,0.0701,1.87
wbm-1-26274,Li2 Tm2 S4,AB2C_pearson_141_a_e_b:Li-S-Tm,2.098,0.0494,2.05
mp-1080184,La2 I2 O6,ABC3_pearson_12_i_i_3i:I-La-O,2.5911,0.2145,1.5216
wbm-1-33406,Na1 Ca1 P1,ABC_pearson_216_a_b_c:Ca-Na-P,1.7472,0.0728,2.01
mp-756915,Li3 V1 Cr4 O8,A4B3C8D_pearson_12_ade_bf_2ij_c:Cr-Li-O-V,0.5694,0.2087,0.1433
wbm-2-23432,K2 Ho2 Se4,ABC2_pearson_194_b_a_f:Ho-K-Se,1.9593,0.0349,1.91
mp-1199414,Pd8 I16 N16,A2B2C_pearson_61_2c_2c_c:I-N-Pd,0.6649,0.0798,0.3974
mp-1192840,K2 Zn4 Cd2 B4 O12 F2,A2BCDE6F2_pearson_163_f_b_c_a_i_f:B-Cd-F-K-O-Zn,2.8166,0.1339,2.7395
mp-621825,Y6 Pb8 O1 F32,A32BC8D6_pearson_148_c5f_a_cf_f:F-O-Pb-Y,4.5153,0.0979,4.0785
wbm-3-54942,Sr2 Dy1 Nb1 O6,ABC6D2_pearson_12_a_d_ij_i:Dy-Nb-O-Sr,3.0913,0.0419,3.15
mp-562767,Cs4 Te2 Mo6 O24,A2B3C12D_pearson_173_2b_c_4c_a:Cs-Mo-O-Te,2.7445,0.0802,2.5978
mp-1306735,Li4 Ti2 Cr6 O16,A3B2C8D_pearson_15_abc_f_4f_e:Cr-Li-O-Ti,0.5772,0.1254,0.7669
mp-560127,K4 Mn2 F12,A6B2C_pearson_186_2c_ab_b:F-K-Mn,2.984,0.1864,3.3301
mp-558815,Rb4 Li2 V2 S8,AB2C4D_pearson_70_a_e_h_b:Li-Rb-S-V,1.687,0.0533,1.5836
wbm-4-27767,Sr2 Ho1 V1 O6,AB6C2D_pearson_12_a_ij_i_d:Ho-O-Sr-V,1.7733,0.0323,1.86
mp-17410,Cs4 Er12 Se20,AB3C5_pearson_62_c_3c_5c:Cs-Er-Se,1.4336,0.0523,1.5441
mp-1225344,Dy4 Mn2 Sb2 O14,A2BC7D_pearson_74_ac_b_3ej_d:Dy-Mn-O-Sb,0.2862,0.0687,0.3759
mp-1111098,Na1 Li2 Mo1 F6,A6B2CD_pearson_225_e_c_a_b:F-Li-Mo-Na,2.7993,0.1939,2.4654
mp-760027,Mn2 Cr6 O16,A3BC8_pearson_36_ab_a_4a2b:Cr-Mn-O,0.3182,0.2038,0.6579
mp-1213334,Cs2 Lu2 Mo4 O16,ABC2D8_pearson_49_e_f_q_2qr:Cs-Lu-Mo-O,3.4995,0.0448,3.5298
mp-1219284,Sc1 Nb1 Pb2 O6,AB6C2D_pearson_225_a_e_c_b:Nb-O-Pb-Sc,2.3627,0.0994,2.6603
mp-21160,Er8 Cu8 O20,A2B2C5_pearson_33_2a_2a_5a:Cu-Er-O,0.3997,0.1299,0.4182
mp-1198938,V4 H4 Se4 O26,A2B13C2D2_pearson_15_f_e6f_f_f:H-O-Se-V,2.3435,0.259,0.1021
wbm-1-25890,Ba1 Li1 U1 Te1 O6,ABC6DE_pearson_8_a_a_2a2b_a_a:Ba-Li-O-Te-U,0.7591,0.3262,0.16
mp-561270,Sn4 H16 C8 N4 O16 F4,A2BC4DE4F_pearson_14_2e_e_4e_e_4e_e:C-F-H-N-O-Sn,3.8782,0.4882,2.6395
mp-1208033,Tl2 Pt6 O8,A4B3C_pearson_225_f_d_ab:O-Pt-Tl,1.4452,0.1763,1.4657
mp-558504,Ba8 Zn8 Te8 Cl16 O24,AB2C3DE_pearson_62_2c_4c_2c2d_2c_2c:Ba-Cl-O-Te-Zn,3.0256,0.3355,3.7606
mp-771969,Li4 Cu2 C2 S2 O14,ABC2D7E_pearson_11_e_e_f_5ef_e:C-Cu-Li-O-S,1.238,1.2773,0.1006
wbm-1-22516,K4 As6,A3B2_pearson_69_hm_fg:As-K,0.2937,0.132,0.56
mp-1189356,Lu4 Ag4 Se8,ABC2_pearson_19_a_a_2a:Ag-Lu-Se,1.8265,0.0498,1.7512
mp-496,Sr4 Si8,A2B_pearson_212_c_a:Si-Sr,0.0424,0.0239,0.0527
mp-561582,W4 S4 Br16,A4BC_pearson_14_4e_e_e:Br-S-W,1.3705,0.2574,1.3225
wbm-3-56780,Cs2 K1 Fe1 O1 F5,A2B5CDE_pearson_107_b_ac_a_a_a:Cs-F-Fe-K-O,0.8181,0.1611,0.87
mp-552051,Ca8 Co4 Te4 O24,A2BC6D_pearson_14_e_a_3e_d:Ca-Co-O-Te,1.3965,0.1346,1.6341
wbm-1-14930,K4 Ba4 F12,AB3C_pearson_62_a_cd_c:Ba-F-K,5.8514,0.1268,5.76
mp-19501,Ba12 Na4 V4 Ru4 O34,A6B2C17D2E2_pearson_194_ab2f_e_fh2k_f_f:Ba-Na-O-Ru-V,0.3367,0.0805,0.4445
wbm-3-35738,K2 Te4 Au6,A3BC2_pearson_2_3i_i_2i:Au-K-Te,0.164,0.0933,0.09
wbm-1-5930,Na2 Be2 P2,ABC_pearson_129_a_c_c:Be-Na-P,1.9057,0.1166,1.57
wbm-3-63754,Pt3 S6,AB2_pearson_2_ai_3i:Pt-S,1.1824,0.12,0.43
mp-999138,Sm1 Tl1 S2,A2BC_pearson_166_c_a_b:S-Sm-Tl,1.7034,0.0604,1.7767
mp-1179355,Sr2 N4 O20,A2B10C_pearson_15_f_5f_e:N-O-Sr,0.402,0.4319,0.8942
mp-31755,Ta8 Fe4 O24,AB6C2_pearson_136_a_fj_e:Fe-O-Ta,1.8148,0.3251,2.3557
mp-754021,Ba2 Y2 Br10,AB5C_pearson_15_e_e2f_e:Ba-Br-Y,3.0624,0.0685,3.1242
mp-24170,Ca4 P4 H12 O16,AB3C4D_pearson_14_e_3e_4e_e:Ca-H-O-P,5.0164,1.1886,6.0782
mp-1093874,Cs2 Hg1 Se1,A2BC_pearson_71_e_a_b:Cs-Hg-Se,0.3352,0.1488,0.8032
wbm-1-27632,Mg2 Cl4,A2B_pearson_137_d_a:Cl-Mg,5.6926,0.1736,4.97
wbm-1-20775,Rb2 H4 Pd1,A4BC2_pearson_139_h_a_d:H-Pd-Rb,2.7076,0.1158,2.7
mp-1226940,Cd2 Te1 Se1,A2BC_pearson_160_2a_a_a:Cd-Se-Te,0.3376,0.0794,0.1889
mp-1641493,Cr2 Sb2 P4 O16,AB8C2D_pearson_11_e_4e2f_2e_e:Cr-O-P-Sb,0.8667,0.4499,2.2646
mp-504353,Li2 Sb2 P8 O24,AB12C4D_pearson_15_e_6f_2f_e:Li-O-P-Sb,3.7809,0.1074,4.6591
wbm-4-2650,Al2 S2 Br2,ABC_pearson_12_i_i_i:Al-Br-S,3.4354,0.403,3.18
wbm-4-19791,K2 Mg2 Sc2 Te6,ABCD3_pearson_63_c_c_a_cf:K-Mg-Sc-Te,1.0472,0.0548,1.12
mp-7480,Rb1 Lu1 O2,AB2C_pearson_166_a_c_b:Lu-O-Rb,3.7279,0.0594,3.6905
mp-6144,Na2 La2 Ti3 O10,A2B2C10D3_pearson_139_e_e_c2eg_ae:La-Na-O-Ti,2.115,0.0582,2.083
wbm-2-34214,Yb2 Pd2 O6,A3BC_pearson_63_cf_a_c:O-Pd-Yb,0.7296,0.0836,0.75
mp-1020739,P4 S4 N36,A9BC_pearson_14_9e_e_e:N-P-S,1.7253,0.4011,3.2062
mp-755573,Cs8 O4,A2B_pearson_62_2c_c:Cs-O,1.5908,0.1036,1.6477
mp-30094,H16 C8 N16,AB2C2_pearson_14_2e_4e_4e:C-H-N,4.4429,0.7088,4.7101
wbm-1-39531,Sc2 Au2 O6,AB3C_pearson_65_ab_hp_f:Au-O-Sc,0.2156,0.0946,0.66
mp-722910,K4 B12 H10 N2 O4,A6B5C2DE2_pearson_63_2ch_ch_ac_c_g:B-H-K-N-O,4.0532,0.2957,1.8212
mp-1179174,Sr1 Al1 Cu3 Se4,AB3C4D_pearson_215_b_c_e_a:Al-Cu-Se-Sr,1.6532,0.0758,1.6573
mp-867674,Ba3 Ca1 I8,A3BC8_pearson_139_ad_b_m:Ba-Ca-I,2.8558,0.1307,2.949
wbm-4-27711,Ba2 Ce1 V1 O6,A2BC6D_pearson_139_d_a_eh_b:Ba-Ce-O-V,0.8595,0.0918,1.19
wbm-4-25190,K4 Mg2 O6,A2BC3_pearson_36_b_a_ab:K-Mg-O,2.2609,0.1116,1.92
mp-1212021,K2 Pt1 S6,A2BC6_pearson_2_i_a_3i:K-Pt-S,1.6905,0.0754,0.1779
mp-8708,Mg2 Au4 F16,A2B8C_pearson_14_e_4e_a:Au-F-Mg,1.7948,0.1505,2.0243
wbm-1-20604,Si2 H6 Cl2,AB3C_pearson_36_a_ab_a:Cl-H-Si,4.9354,0.505,5.38
mp-14607,K12 Sb12 O36,AB3C_pearson_201_be_fh_g:K-O-Sb,1.6068,0.1496,1.7859
wbm-3-53747,Tb2 Ga1 Sb1 O6,AB6CD2_pearson_148_a_f_b_c:Ga-O-Sb-Tb,1.6367,0.1859,1.85
wbm-1-61602,Zr2 I6,A3B_pearson_2_3i_i:I-Zr,0.1369,0.0748,0.29
mp-1195247,Hg4 As4 F28,AB7C_pearson_14_e_7e_e:As-F-Hg,0.8488,0.2883,2.515
mp-1213557,Dy4 S6 O40,A2B20C3_pearson_15_f_10f_ef:Dy-O-S,0.3972,0.0976,0.1208
mp-752921,Li1 Mn4 O8,AB4C8_pearson_12_b_ace_2ij:Li-Mn-O,0.6311,0.28,0.5198
mp-1517044,Sr2 Pr1 Bi1 O6,AB6CD2_pearson_225_a_e_b_c:Bi-O-Pr-Sr,2.1826,0.0503,2.1429
mp-31232,In4 P2 O10,A2B5C_pearson_2_2i_5i_i:In-O-P,2.0798,0.3387,2.0986
mp-18914,K4 Mo2 O8,A2BC4_pearson_12_2i_i_2ij:K-Mo-O,4.292,0.1113,4.3678
mp-23956,K2 Mg1 H4,A4B2C_pearson_139_ce_e_a:H-K-Mg,3.2594,0.2284,3.5537
wbm-1-14999,Lu2 F6,A3B_pearson_194_bf_c:F-Lu,7.385,0.141,7.6
mp-30013,Sb2 Kr6 F22,A11B3C_pearson_2_11i_3i_i:F-Kr-Sb,0.9438,0.6879,1.3289
mp-1234171,Mg1 Tl6 Si2 O7,AB7C2D6_pearson_1_a_7a_2a_6a:Mg-O-Si-Tl,1.4874,0.1046,1.0747
wbm-2-12541,Cr2 Br6,A3B_pearson_193_g_b:Br-Cr,1.1332,0.0845,1.3
mp-774164,Li8 V12 Sn4 O32,A2B8CD3_pearson_96_b_4b_a_ab:Li-O-Sn-V,0.664,0.0752,1.1949
mp-781683,Li4 Fe4 P8 H4 O28,ABCD7E2_pearson_2_i_i_i_7i_2i:Fe-H-Li-O-P,3.6275,0.586,3.9737
wbm-2-4310,Rb3 Te3 As1,AB3C3_pearson_160_a_b_b:As-Rb-Te,1.0164,0.0537,0.91
wbm-2-23716,Li2 Eu1 Zr1 F8,AB8C2D_pearson_82_a_2g_bc_d:Eu-F-Li-Zr,0.3556,0.2772,0.21
wbm-1-56494,Sn4 Te4,AB_pearson_62_c_c:Sn-Te,0.9892,0.0829,0.25
mp-1068377,Cs1 Eu1 Cl3,A3BC_pearson_221_c_a_b:Cl-Cs-Eu,0.7412,0.0664,0.7364
mp-759400,Li6 Co6 Si6 O24,ABC4D_pearson_173_c_a2b_4c_c:Co-Li-O-Si,2.464,0.0993,1.487
wbm-1-44101,Cr2 O2 F6,AB3C_pearson_5_ab_3c_c:Cr-F-O,0.7716,0.1372,0.35
mp-559615,Na15 Cr3 P6 O24 F6,AB2C5D8E2_pearson_147_e_g_ab2dfg_4g_g:Cr-F-Na-O-P,0.6338,0.5321,3.1631
wbm-3-16747,Co1 Te2 Br6,A6BC2_pearson_2_3i_a_i:Br-Co-Te,0.5414,0.1032,0.77
wbm-3-44092,Dy2 Pt2 N6,AB3C_pearson_12_i_3i_i:Dy-N-Pt,1.326,0.0628,1.25
wbm-4-25591,Yb1 Si1 O4,A4BC_pearson_2_2i_b_e:O-Si-Yb,0.6133,0.2718,3.03
wbm-1-42049,Ca2 Ce1 Pt1 O6,A2BC6D_pearson_225_c_a_e_b:Ca-Ce-O-Pt,1.5935,0.1912,1.48
mp-1179398,Th4 N12 F28,A7B3C_pearson_62_3c2d_cd_c:F-N-Th,2.3459,0.3978,0.0269
mp-1173939,Li8 Mn4 O12,A2BC3_pearson_12_aci_i_3i:Li-Mn-O,0.9582,0.486,1.0498
wbm-2-20457,Ge1 I2,AB2_pearson_166_a_c:Ge-I,2.0089,0.0546,2.03
wbm-1-37300,Na2 Ag2 O4,ABC2_pearson_14_a_d_e:Ag-Na-O,0.726,0.0517,0.59
wbm-1-56964,Sr4 Yb4 Pb4,ABC_pearson_62_c_c_c:Pb-Sr-Yb,0.0334,0.0185,0.28
mp-771263,Li12 V4 Si4 B4 O28,AB3C7DE_pearson_11_e_ef_5ef_e_e:B-Li-O-Si-V,2.189,0.6034,1.6017
wbm-2-40371,Rb4 Sb4 Pd2,AB2C2_pearson_63_a_2c_g:Pd-Rb-Sb,0.973,0.0716,0.92
mp-1103732,Yb2 H8 N4,A4B2C_pearson_141_h_e_a:H-N-Yb,2.0107,0.2996,2.6396
wbm-1-43487,Rb1 Al1 S2 O8,AB8CD2_pearson_12_a_2ij_c_i:Al-O-Rb-S,5.2583,0.1139,5.56
mp-557538,Na4 Gd4 Mg2 Si8 O24 F4,A2B2CD2E12F4_pearson_14_e_e_a_e_6e_2e:F-Gd-Mg-Na-O-Si,2.0977,1.4922,3.4168
wbm-2-23084,K2 Ag6 Te4,A3BC2_pearson_12_3i_i_2i:Ag-K-Te,0.132,0.0537,0.21
wbm-3-51285,Pr2 Pb2 O6,A3BC_pearson_148_f_c_c:O-Pb-Pr,3.005,0.1726,0.11
mp-1204027,U4 S4 N4 O24 F4,ABC6DE_pearson_29_a_a_6a_a_a:F-N-O-S-U,1.6538,0.1218,0.5243
