material_id,formula,bandgap_pred_n0,bandgap_target
wbm-3-37487,Li3 Yb3 Sn3,0.0006,0.0
wbm-4-12488,Pr2 Fe2 Ge2,0.0006,0.0
mp-675546,Cr4 Cu3 Te8,0.0006,0.0
wbm-1-14014,Cu1 Sb1 Pd2,0.0005,0.0
mp-982974,Li1 Be1 Au2,0.0005,0.0
wbm-2-49420,Cs4 Sr2 Rh2,0.0006,0.0
wbm-1-892,Al2 Zn3 S6,0.0006,0.81
wbm-5-21055,Er2 Sn2 Pt2,0.0005,0.0
wbm-1-43941,Ti2 Cl4 O2,1.8639,1.94
wbm-4-6377,Sm4 Cd2 Sn4,0.0006,0.0
wbm-3-78120,U3 Zn1 Os2,0.0006,0.0
wbm-5-10891,Li2 La1 Fe2 Sn2,0.0005,0.0
wbm-4-16211,Ba1 Co2 H8 Ir1,0.0006,0.0
mp-1202660,Hg4 N16 Cl8 O24,0.0007,0.0
wbm-3-74107,Tb1 Pt4 Pb6,0.0005,0.0
mp-1095942,Sr2 Mg1 Tl1,0.0006,0.0
mp-22769,Ti3 Co3 Ge3,0.0006,0.0
wbm-4-18877,Mg4 Co2 Sn2,0.0006,0.0
wbm-1-36395,Ag2 Sn2 O4,0.0006,0.0
wbm-1-30250,Ba2 Tm2 N4,0.0006,0.0
wbm-1-19545,Ge3 Sb4,0.0006,0.0
mp-1215296,Zr4 Mn4 Cr4,0.0006,0.0
wbm-4-23379,Na2 Ti2 Mn2 Se6,0.0006,0.0
wbm-1-18684,Ce3 Ga3 Ir3,0.0006,0.0
wbm-2-43267,Pd2 S2 Br4,1.0657,1.29
wbm-1-29371,Ce1 Mn4 Cd1,0.0006,0.0
mp-1184425,Ga3 Pb1,0.0005,0.0
mp-1186467,Pm1 Mg16 Al12,0.0006,0.0
mp-1198784,Cs4 U2 Nb12 Cl30 O6,0.0005,0.0
mp-605878,La16 Mg4 Ru4,0.0005,0.0
wbm-2-2692,Al2 Ga10,0.0006,0.0
wbm-2-29596,Yb2 N1 F1,1.8516,1.91
mp-30843,Sr28 Pt12,0.0005,0.0
wbm-1-36586,K2 Cr1 Cl4 O2,0.0005,0.68
wbm-3-37399,Li1 Np1 Se2,0.0006,0.0
wbm-5-18662,Fe2 S2 Br2,0.0005,0.0
wbm-3-63393,Pu1 Te1 Ru1,0.0006,0.0
wbm-1-60111,Yb1 Bi1,0.0006,0.0
wbm-2-14706,Hf2 Cu2 Te6 Pb2,-0.0001,0.0
mp-1220872,Na1 Sr2 Ta3 O9,2.6486,0.0
wbm-3-70003,Gd3 Mn4 Si4,0.0005,0.0
wbm-3-40308,Mg4 Zn4 Pb4,0.0006,0.0
mp-1189560,Y4 Si12,0.0006,0.0
mp-583645,Ba8 Ca8 Sn24,0.0006,0.0
wbm-3-64120,Cs2 Hf2 Au2 S6,0.8915,1.19
wbm-3-58087,Dy1 Zn2 P2,0.0005,0.0
wbm-2-47570,Mn2 Si2 Rh4,0.0006,0.0
wbm-3-627,Gd1 Al2 Cd2,0.0005,0.0
wbm-5-189,Al4 Fe2 Au2,0.0005,0.0
wbm-1-11394,Zn1 Co5 As1,0.0005,0.0
wbm-4-22073,Nd1 Np1 N2,0.0006,0.0
wbm-2-488,Th1 Al2 Co2,0.0005,0.0
mp-7603,Li4 Ti2 F12,2.5812,4.3895
mp-1020013,Li8 S8 O28,5.1673,5.536
wbm-3-42726,Cs2 Mn2 Nb2 Se6,0.0006,0.0
wbm-4-23956,Ho3 Ni2 Pd1,0.0006,0.0
mp-1492,Cd3 Te3,0.3919,0.0215
wbm-1-46233,Pr2 P2 S8,2.2004,2.22
mp-28877,Cs8 Sn4 Te16,0.4022,0.6679
mp-1095909,Li1 Ta2 Re1,0.0006,0.0
mp-369,Tb3 Al9,0.0006,0.0
wbm-4-15454,Zr2 Ge2 Os2,0.0006,0.0
wbm-1-59953,Y1 Bi1 Rh2,0.0005,0.0
mp-639826,C16 Se8 N16,3.5844,3.3374
mp-557969,Li2 La4 S4 O16 F6,4.6751,4.5892
mp-753720,Li6 Bi2 S6,2.3305,2.4517
wbm-3-48150,Th1 Zn1 Ni2,0.0006,0.0
mp-1565574,Li8 Co4 P4 H4 O20,2.7462,2.881
wbm-3-10128,Gd4 Br8,0.0007,0.0
wbm-3-69257,Tm2 Re2 Si4,0.0006,0.0
mp-1076570,Sr7 Ca1 Ti7 Mn1 O24,0.9005,0.9833
wbm-2-30381,Na1 Dy1 As1,0.0006,0.0
wbm-3-23403,Er1 Ru1 F6,0.0007,0.0
wbm-1-57622,Te2 Au4,0.0005,0.0
mp-1080141,Cs2 Ni3 S4,0.7305,1.0289
wbm-3-39279,La2 Mg1 Pb1,0.0006,0.0
wbm-4-27613,Sr2 Zr1 Rh1 O6,0.0006,0.0
wbm-4-8905,Cs2 Ac1 Er1,0.0006,0.0
wbm-1-21336,H2 Rh2 O4,0.0005,0.95
wbm-3-13342,Ca2 Mn4 Au2,0.0006,0.0
wbm-2-22050,Lu1 Te1 H1,1.5236,1.52
mp-1183105,Ac3 Ce1,0.0006,0.0
wbm-3-32802,Er2 Ni1 H6,0.0005,0.29
wbm-1-60122,Yb1 Pt1,0.0006,0.0
mp-1215346,Zr4 Al4 Cr4,0.0006,0.0
wbm-1-29427,Mn2 Sn2 As4,0.0005,0.0
mp-1207757,Y6 Tl10,0.0006,0.0
wbm-5-21123,La2 Sn2,0.0006,0.0
wbm-2-2234,Ba1 Al9 Os2,0.0006,0.0
wbm-2-17547,Pr1 Fe1 Cu4,0.0006,0.0
wbm-3-49148,Hf2 Ni2 Ge2,0.0006,0.0
wbm-1-29392,Mn5 Se4,0.0005,0.0
wbm-4-11984,Sm3 Fe3 Ge2 Ru1,0.0005,0.0
wbm-3-5989,Gd2 As4 Pd2,0.0005,0.0
wbm-3-32028,H2 Pt1,0.0006,0.0
mp-1100375,Ca12 Sn12 S36,1.2516,1.7356
wbm-3-62949,Dy2 Ru2 Pb2,0.0005,0.0
wbm-2-8506,Ca4 Br6,0.4693,0.46
mp-1147771,Al1 Cu3 N3,0.0006,0.0
wbm-3-68859,Ba2 Mn2 Si4,0.0006,0.0
wbm-2-21186,Gd2 H3 Br1,0.0006,0.0
wbm-2-27549,Mn1 Ag1 Te2,0.0007,0.0
wbm-3-75653,V3 In3 Co3,0.0005,0.0
mp-1029711,Na4 V4 N8,1.3937,0.945
mp-1217491,Ti4 Fe2 B4 Ru2 Rh8,0.0006,0.0
wbm-2-2492,Dy4 Al2 Cu4,0.0006,0.0
mp-772569,Li4 Ni4 Bi2 O12,0.0006,0.0
wbm-1-16788,Sr2 S2 F2,0.0006,0.0
wbm-3-24961,Fe3 Au5,0.0006,0.0
wbm-3-26211,Tm2 Ga2 Fe2,0.0006,0.0
wbm-5-23114,Sr2 Zn2 In2,0.0005,0.0
wbm-3-64454,K2 Sm2 Hg2 S6,1.7205,1.77
wbm-2-47928,V2 Si2 P2,0.0006,0.0
wbm-1-53703,U1 Si2 Rh3,0.0006,0.0
wbm-2-9169,Ca2 Tl2 I6,3.2901,3.33
wbm-2-23207,K1 Co4 As3,0.0005,0.0
wbm-4-1161,Ce3 Al3 Zn1 Si2,0.0006,0.0
mp-1212096,Ho4 Al4 B16,0.0006,0.0
mp-29225,Al4 Cu2 O7,0.0006,0.0
mp-1213174,Cs1 Sc1 W2 O8,3.1642,4.1966
wbm-3-4068,Ta2 Al1 Cu1,0.0005,0.0
mp-768121,Na2 Sb2 P2 C2 O14,0.0109,0.0
wbm-3-167,Gd1 Ag4,0.0006,0.0
mp-865587,Y2 Cu1 Rh1,0.0006,0.0
wbm-1-12959,Ce1 Cd1 Cu2,0.0006,0.0
mp-555091,Rb8 Na8 Ir4 O16,0.0006,0.0
wbm-1-9551,Sm2 Cd1 Sn1,0.0005,0.0
wbm-3-33347,Ce1 Ga1 Si1 H1,0.0006,0.0
wbm-1-26738,Li2 Zn2 Bi2,0.0007,0.0
wbm-3-49790,Yb2 Ni2 Sn4,0.0006,0.0
wbm-2-4021,Te4 As4 Br4,0.9578,0.96
mp-754165,Sc2 Ga2 O6,2.6668,2.7057
wbm-3-44127,Gd2 Ir2 N6,0.4049,0.47
mp-976935,Ni6 Hg2,0.0005,0.0
wbm-2-35073,Th2 W2 O8,3.3784,2.72
wbm-3-20107,Dy3 In2 Cu4,0.0006,0.0
mp-1222687,Li2 Cu3 Ge1,0.0006,0.0
mp-4597,Y4 B10 Pd28,0.0006,0.0
wbm-1-6604,Al2 Cr6 C4,0.0006,0.0
wbm-3-608,Ca1 Al2 As2,0.0005,0.58
mp-752924,Na1 Yb1 O2,0.0007,0.0
wbm-2-49762,Cs1 Ba1 Te2,0.0007,0.0
wbm-4-36038,Pr2 Si1 Pd3,0.0006,0.0
wbm-3-36375,Li2 Pu1 Si1 O4,0.0006,0.0
wbm-1-14306,Yb2 Cu2 Sn2,0.0006,0.0
wbm-1-11898,Co1 Pd5,0.0006,0.0
mp-556093,Cu1 Mo1 F6,1.0442,0.0
mp-850895,Li4 V2 O2 F6,2.0158,1.6824
wbm-2-27825,Ce2 Mn2 Ge6,0.0006,0.0
wbm-2-34215,Pr2 Bi2 O6,2.6792,2.77
mp-1516329,Na1 Ca1 Zr1 Sb1 O6,3.3739,3.3831
wbm-1-902,Sc1 Al2 Ge2,0.0005,0.0
wbm-5-14422,Nd1 Ho1 Pb2,0.0006,0.0
mp-569564,Th4 Al4 C6,0.0005,0.0
wbm-3-74964,Ti1 Mn2,0.0006,0.0
wbm-3-57485,Nd2 Zn2 Se2 O2,0.0007,0.0
wbm-3-15471,Yb2 Cd1 Co2,0.0006,0.0
wbm-3-43155,Ba1 Yb1 N2,0.0006,0.0
wbm-1-882,Mn1 Al2 S4,1.459,1.67
wbm-3-67085,Sc1 Mn4 Hg1,0.0006,0.0
wbm-5-22123,Mn1 V1 Ge1,0.0005,0.0
wbm-2-4286,Pr1 As1 Au2,0.0006,0.0
wbm-3-16199,Yb1 Co3 Cu2,0.0005,0.0
mp-1519793,K1 Ca1 Tb1 Fe1 O6,0.0006,0.0
wbm-2-31711,Yb1 Ni2 Sn2,0.0005,0.0
wbm-1-50233,Cd2 In2 S5,0.0006,0.0
wbm-1-29847,Rb2 Mn2 Ag2 Te6,0.0006,0.0
wbm-3-21845,Er3 Os9,0.0006,0.0
mp-20632,U1 Ga2,0.0005,0.0
wbm-5-1684,Sc1 Al1 Cu1 Pd1,0.0005,0.0
mp-1246185,Rb16 Ir16 N32,0.0005,0.0
wbm-3-71747,Np4 Si4 Pt4,0.0006,0.0
mp-753991,Mg8 Co4 O16,0.0006,0.7202
wbm-1-41510,V2 Sn2 O8,0.0006,0.42
mp-1206615,Lu1 Cu1 Te2,0.3585,0.3889
mp-1206080,Zr2 Zn4 Ge2,0.0006,0.0
wbm-5-511,Mn2 Al3 Mo3,0.0005,0.0
wbm-3-46931,Na1 Tb1 Te2,1.1269,1.14
wbm-1-41833,Na6 In1 O5,0.3896,0.0
wbm-1-59795,Y2 Ag2 Te4,0.5262,0.74
wbm-3-47007,Nb2 Ag1 Rh1,0.0006,0.0
wbm-1-25350,Li1 Ir7,0.0006,0.0
mp-1104836,Re2 Cl6 O6,1.0119,0.0
mp-546552,K1 Cr1 O2,2.8169,2.8632
mp-30086,Ge4 Cl16,4.3723,4.2671
wbm-2-40979,Ho3 Cd3 Rh3,0.0005,0.0
wbm-1-18650,Ga2 Br6,3.2996,2.56
wbm-1-50900,Zn1 Pd5 S1,0.0006,0.0
mp-1223852,In1 Ga1 Ag2 S4,0.1134,0.6488
mp-862898,Pm1 Cd1 Pd2,0.0006,0.0
wbm-3-15060,K3 Fe1 Cl6,0.0006,0.0
mp-1187779,U1 Re1 O3,0.0005,0.0
wbm-2-35751,Er2 Mn1 Ni1 O6,0.7634,1.56
wbm-3-11213,Sc3 Pd1 C4,0.0005,0.0
mp-29626,Na8 Sn6 S16,1.9799,1.6689
wbm-4-28472,Np3 Pb1 O1,0.0006,0.0
wbm-1-35798,Pr2 Ni1 Os1,0.0006,0.0
wbm-3-35134,K3 Ca3 Co3,0.0006,0.0
wbm-2-43883,Sc2 In1 Pt1,0.0006,0.0
wbm-4-37865,Rb2 Ti2 Mn2 Se6,0.0006,0.0
wbm-5-10743,K2 Ge4 Au2,0.0005,0.0
wbm-1-8826,Ca4 Mn8,0.0006,0.0
wbm-5-3800,Ca2 Bi4 Ru2,0.0005,0.0
mp-672340,Li1 In2 Ru1,0.0006,0.0
wbm-5-4346,Pa3 Ga3 Co2,0.0006,0.0
mp-1096926,Cs2 In1 Ag1 Cl6,1.3588,1.3724
wbm-2-38377,Cu6 P2 Pb4,0.0005,0.0
mp-441,Rb2 Te1,2.0845,1.8947
wbm-3-11009,Zr6 Tl2 C4,0.0006,0.0
wbm-2-27108,Mg3 Zr3 Cd3,0.0006,0.0
wbm-2-37066,Ta1 Tl1 Cl4 O1,2.2076,2.35
wbm-2-14350,Ta2 Cu1 Ru1,0.0006,0.0
mp-707874,Ba14 Cu6 H34,0.5456,1.449
wbm-2-24785,Li1 Ce1 S2,0.0007,0.0
wbm-1-52000,Sc1 Re1 Os2,0.0005,0.0
wbm-2-14671,Tm6 Cu1 Te2,0.0006,0.0
wbm-2-19611,Th2 Ge4 Pd2,0.0006,0.0
wbm-3-3292,Al6 Ge2 Rh1,0.0005,0.0
wbm-1-19738,Er4 Ge4,0.0006,0.0
wbm-1-44410,Mn2 Br2 O2,0.0006,0.0
mp-4865,Er1 Ni2 Ge2,0.0005,0.0
wbm-1-14229,Cu1 Rh2 Se4,0.0006,0.0
wbm-4-15612,Er2 H6 Au2,0.0005,0.0
mp-1225835,Cu4 S2,0.0005,0.0353
wbm-4-14373,Dy3 In3 Ge2 Au1,0.0006,0.0
mp-641965,Rb4 Au4 C8 S8 N8,1.9918,2.5072
mp-865602,Y2 Mg1 Al1,0.0006,0.0
wbm-1-53902,Si2 Tc1 Rh1,0.0006,0.0
wbm-2-1425,Al3 Ni7,0.0006,0.0
wbm-2-49840,Lu6 Te2 Pt1,0.0005,0.0
mp-1246615,Ta4 W4 N12,0.0005,0.233
wbm-3-70677,La3 Si1 Cl3,0.0005,0.0
wbm-1-33151,Na1 Cd1 Ga2,0.0006,0.0
wbm-1-58755,Ti2 Te8,0.0006,0.0
wbm-3-58812,Tb3 Mn3 P3,0.0006,0.0
wbm-4-15523,Rb2 H2 Rh1,0.0005,0.0
wbm-2-40435,Rb1 Ce2,0.0006,0.0
mp-774361,Li8 Mn12 F32,1.1437,3.5254
wbm-5-20555,Yb2 Si2 Ni2,0.0005,0.0
mp-753114,Li3 Nb1 Fe3 O8,0.9127,0.0
mp-1256211,Mg2 Ti2 Si2 O10,3.1495,2.8926
wbm-1-30061,Mn1 Zn2 Sb1,0.0005,0.0
wbm-3-53422,La2 Co1 Cu1 O6,0.0005,0.0
wbm-5-1419,K2 Al2 Te4,2.2205,2.21
wbm-2-31875,Pu1 Zn1 Ni2,0.0006,0.0
wbm-1-21140,Ba1 Ga1 H1 Pb1,0.0006,0.0
mp-1193862,Hf18 Re8 Si2,0.0006,0.0
wbm-1-1212,Dy4 Al12 Ni4,0.0005,0.0
wbm-4-4342,Er1 Ga2 B1 Pd2,0.0005,0.0
wbm-2-22538,Sm2 In8 Ir2,0.0005,0.0
wbm-2-16892,Nd2 Fe4 Pd2,0.0006,0.0
mp-643246,Yb4 Mg4 Ni4 H16,0.0044,1.9921
wbm-3-61104,Er3 Tl3 Rh2,0.0005,0.0
wbm-4-33740,Sc1 Tl2 Ag1,0.0006,0.0
wbm-2-21597,Rb2 Na1 Sn1 H6,0.0007,0.0
wbm-2-5207,Rb2 Tm1 B2 O6,0.0007,0.0
mp-561202,K24 Nb4 As12 O4,1.0336,1.0127
mp-1025189,Tb2 Re2 Si2 C1,0.0006,0.0
mp-2359,Nd1 Pt5,0.0006,0.0
wbm-2-9682,Nd2 Cd4 Au2,0.0006,0.0
wbm-4-8255,Tl1 Cr2 Au1,0.0005,0.0
mp-10765,Ho1,0.0006,0.0
wbm-3-21130,Er2 Cu2 Sb2,0.0005,0.0
wbm-3-20142,Rb1 Y1 Cu4,0.0006,0.0
mp-1213768,Ce2 Si4 Rh6,0.0006,0.0
wbm-1-22518,Cs1 K2 As1,0.6207,0.74
wbm-3-41266,Dy3 Mn4 Sn4,0.0005,0.0
wbm-3-4826,U2 Al1 Os2,0.0005,0.0
wbm-1-59477,V2 Pd2,0.0005,0.0
wbm-5-4441,Lu1 Co2 Pb1,0.0005,0.0
wbm-3-4023,Al2 Cu6,0.0005,0.0
wbm-1-11513,Cd3 Co1,0.0006,0.0
mp-1183991,Eu1 Mg16 Al12,0.0006,0.0
wbm-1-39279,Nb2 Ag2 O6,1.7176,1.84
mp-7169,Tm1 P1 Pt1,0.0005,0.0
mp-696572,Ti2 P2,0.0006,0.0
wbm-4-33852,Sc1 Cu2 Sb1,0.0005,0.0
wbm-4-30666,Rb4 Ho2,0.0007,0.0
mp-7456,Sn4 F8,3.5893,3.2868
wbm-3-52180,Na2 Ce1 O4,1.8775,1.26
wbm-4-5319,Pr2 Si2 Os2 C1,0.0005,0.0
wbm-3-32211,Mn2 Cu2 H6,0.0005,0.0
wbm-4-29368,Pa4 Mn4 P4,0.0006,0.0
wbm-1-48500,Pr2 Ru1 Au1,0.0006,0.0
mp-1096339,Y2 Ag1 Pd1,0.0006,0.0
wbm-3-18794,Lu1 Cr1 Bi1,0.0006,0.0
mp-6475,Na2 Zr4 P6 O24,4.5517,4.2082
wbm-3-38756,Cs1 Ac2 Mg1,0.0005,0.0
wbm-1-27641,Sr2 Mg2 Cl8,5.3394,5.12
wbm-2-13908,Dy3 Tl3 Cu3,0.0005,0.0
wbm-3-36087,Li2 Gd1 Er1 F8,4.8619,4.62
wbm-3-73339,Sm2 Sn2 Au2,0.0005,0.0
mp-645282,Al6 Bi10 Br24,1.6974,1.5953
wbm-1-25697,Li2 Fe2 O4,1.8351,0.0
mp-19728,Y4 Si4 Rh4,0.0006,0.0
wbm-2-44726,Np2 Se4,0.0006,0.0
wbm-2-7534,Ca3 Ru1 C4,0.0006,0.0
wbm-2-25860,Cs1 Ba2 Mg1,0.0006,0.0
wbm-1-58251,Rb2 Ti2 Cu2 Te6,0.0005,0.0
mp-1521123,Sr2 Ca2 Y2 Bi2 O12,1.7052,1.8217
wbm-1-43929,Ni1 Cl2 O1,0.0006,0.0
wbm-1-59683,Y2 Ag1 Pb1,0.0005,0.0
wbm-3-55386,Er2 V1 Ga1 O6,1.7222,1.74
mp-756154,Li4 Cr6 Bi2 O16,0.0006,0.0
wbm-3-9952,Ba1 Pr1 Pb2,0.0006,0.0
mp-754324,Li4 V3 Cr1 O8,1.271,2.0093
wbm-4-4454,Ce1 Ni3 B1,0.0006,0.0
wbm-3-74010,Ta3 Ir9,0.0006,0.0
mp-1314196,Na8 Fe4 O12,0.0006,0.0
mp-608555,Cs2 Sn1 Cl6,2.9578,2.7082
mp-1223264,La2 Fe1 As2 Ru1 O2,0.0006,0.0
wbm-2-11536,Ga4 Co2 Cu2,0.0006,0.0
wbm-3-48630,Pr6 Ni1 As2,0.0005,0.0
wbm-3-32070,Zr4 H8,0.0006,0.0
mp-1187385,Tc3 Ge1,0.0005,0.0
wbm-1-60310,Zn2 Sb1,0.0006,0.0
mp-1008395,C4,0.0006,2.6076
wbm-1-41355,Sr2 W2 O8,2.263,2.51
wbm-1-30142,Sb4 Mo5,0.0006,0.0
mp-1080293,Ce4 Se8,0.5313,0.9984
mp-11255,Pr1 Au1,0.0005,0.0
wbm-1-14005,Hf1 Cu1 Pd2,0.0006,0.0
mp-1218888,Sr1 N2 Cl4,0.0006,0.0
wbm-3-12293,Zr8 C4,0.0006,0.0
mp-615173,Cu1 Bi1 W2 O8,0.8325,1.2373
wbm-3-29508,Gd2 Ir1 Os1,0.0006,0.0
wbm-3-78443,Ba2 Zn2 Sb4,0.0006,0.0
mp-1224960,Fe2 Ni2 B2,0.0006,0.0
mp-573103,Cs8 Np4 S8 O40,0.3179,0.2559
wbm-1-57193,Th1 Tc3,0.0005,0.0
wbm-1-61773,Zr1 Sb1,0.0006,0.0
mp-1216802,Tl1 V6 S8,0.0007,0.0
wbm-3-29106,Ho2 Ga2 Rh4,0.0006,0.0
mp-581786,Cu6 Sn2,0.0005,0.0
wbm-2-27178,Mn2 Ga3,0.0005,0.0
mp-755432,Li1 Mn7 O12,0.0005,0.0
wbm-3-39617,Mg1 Sn2 Rh2,0.0006,0.0
wbm-2-45857,Er4 Si4 Ni2,0.0006,0.0
wbm-1-19424,Tm1 Ge2 Ir3,0.0006,0.0
wbm-4-8877,Yb2 Cr2 Bi2,0.0005,0.0
wbm-1-39934,Ti2 Ag2 O6,0.0006,0.0
mp-16043,Mg1 As4 Rh6,0.0006,0.0
mp-1183484,Ca4,0.0006,0.0
wbm-5-20248,Ho2 Si2 Cu2,0.0005,0.0
mp-756098,Ba2 Sr2 I8,3.5623,3.6205
wbm-5-9484,Ce2 Sm2 Ge2,0.0006,0.0
wbm-1-24082,Li2 Sn1 Au1,0.0006,0.0
wbm-3-74988,Cs2 Ti2 Mn2 Se6,0.0006,0.0
wbm-3-68517,U4 Cr2 Si4,0.0006,0.0
wbm-1-15336,Mg2 Ge2 F8,4.7158,4.76
wbm-3-65372,Th2 S1 Br2,0.0005,0.0
wbm-3-76399,Y2 Sb4 Rh2,0.0005,0.0
mp-683985,Ce12 Tm12 S36,0.0006,0.0
mp-768996,Na2 Bi2 As2 C2 O14,0.0412,0.0
wbm-4-29661,Co2 P1 S1,0.0005,0.0
mp-1193564,Tb2 Al20 Fe4,0.0006,0.0
wbm-1-15296,Fe2 F8,0.3697,1.93
wbm-1-55464,Si1 Ru2,0.0006,0.0
wbm-1-48060,Hg2 Rh1 Pt1,0.0006,0.0
mp-758386,Li8 V2 P12 O36,2.3101,3.0291
mp-2093,Pr3 Al1,0.0006,0.0
wbm-2-25720,Ca4 Mg4 Sn4,0.0006,0.0
wbm-1-50981,Cs5 Sb4,0.0006,0.0
wbm-3-2852,Zr2 Al8 Rh2,0.0006,0.0
wbm-1-29161,Mn4 Tl2 Sb4,0.0005,0.0
wbm-3-35923,La1 Ir7,0.0006,0.0
wbm-1-41765,K2 Nb2 O5,0.1619,0.01
wbm-1-29125,Mn2 Pd1 Au1,0.0006,0.0
wbm-4-9021,Sm2 Cd1 Cu2,0.0006,0.0
wbm-3-23079,Sr1 Mn1 F6,3.1781,3.09
wbm-1-45483,Yb2 P1 Br2,0.0007,0.0
wbm-1-50436,Ca2 S2,2.8398,2.56
wbm-2-38283,Er4 Co4 P4,0.0006,0.0
mp-561013,Ga4 Pb2 O8,0.3288,3.5431
wbm-1-60899,Lu2 Zn2 In2,0.0005,0.0
mp-1105018,Al4 O6,0.0006,0.2338
mp-1217510,U6 P13 Rh20,0.0006,0.0
wbm-4-19996,Mg2 Bi2 Pd2,0.0006,0.0
wbm-3-58579,Er4 P4 Au4,0.0005,0.0
wbm-1-3138,La2 Al2 Zn2,0.0006,0.0
wbm-3-73734,Sr4 Ir8,0.0006,0.0
wbm-2-43238,In4 Ag4 S4,0.0005,0.47
wbm-2-16424,Y1 Tl2 F6,0.0007,0.0
mp-1210312,Rb2 Na6 W4 O34,0.0007,0.524
wbm-4-38069,Tm4 Tl5 Os2,0.0005,0.0
wbm-4-20945,Yb1 Mn3 Pd2,0.0005,0.0
wbm-3-39680,Ce3 Mg3 Ru3,0.0006,0.0
wbm-3-48104,Sr3 Zn2 Ni2 As4,0.0006,0.0
wbm-5-18218,Cd2 Ru2,0.0006,0.0
wbm-3-41192,Mn3 Zn1 Os2,0.0005,0.0
mp-18576,Tm4 Cu2 B8 O20,0.7373,0.6691
mp-690122,Nd4 Mo4 O14,0.0006,1.2925
mp-570666,Mo12 Pt8 N4,0.0006,0.0
mp-1013587,Sr3 Bi2,0.0006,0.0
wbm-4-25568,Tb1 Sc1 O4,2.3538,2.43
mp-1229208,Cs4 Bi8 Se14,0.6716,0.785
mp-1187532,Tl3 Au1,0.0006,0.0
mp-1195270,Sr8 P28 I4,1.8502,2.1058
wbm-3-44635,Pr3 Ni2 N6,0.0006,0.0
wbm-5-19069,Sc6 Pd1 Pb2,0.0005,0.0
wbm-1-41695,Ba1 Ho1 Cu2 O5,0.0005,0.0
wbm-1-40816,Ho2 Mg1 O4,3.3293,3.22
wbm-1-13311,Zn4 Cu8,0.0006,0.0
mp-763339,Fe14 Si4 O24,1.139,1.1169
mp-865964,Li2 Ca1 Sn1,0.0005,0.0
mp-1198504,Fe8 N4 F24,0.5684,1.8727
wbm-2-12906,Cs6 Ac2,0.0006,0.0
wbm-1-17547,Zn2 Fe1 Cu1,0.0005,0.0
wbm-1-21827,Tm2 I6,2.0853,2.08
wbm-3-64566,Cs2 Hf2 Ni2 S6,0.0006,0.0
mp-1277762,Sr2 La2 Co2 O8,0.0005,0.1275
mp-1195740,Er4 Co20 P12,0.0005,0.0
wbm-1-55784,Ti1 Si1 Au1,0.0006,0.0
mp-559691,Ca4 Al4 Si2 O14,4.9855,4.3108
mp-1180133,Na1 Ca1 H6 Ir1,3.2575,3.5325
wbm-5-20183,Co2 Si1 Ge2,0.0006,0.0
wbm-2-38437,Dy3 P3 Os3,0.0005,0.0
mp-1219894,Pr2 In1 Ag1,0.0006,0.0
wbm-3-73135,Ho4 Sn4 Hg4,0.0005,0.0
wbm-4-207,Sm1 Ag1 Sn2,0.0006,0.0
mp-1224869,Gd2 C1,0.0006,0.0
mp-1096909,Cr4 N8,0.0006,0.0
wbm-3-63872,Y6 Ir1 S2,0.0006,0.0
wbm-1-23887,Li2 Y1 Te1 O6,0.0006,0.0
mp-1029791,Mg4 Sn4 N8,1.1049,1.0621
mp-745208,Dy2 Fe2 H16 C12 N12 O8,2.0835,2.6547
wbm-5-2403,Pr1 B6 Ir2,0.0006,0.0
wbm-1-38816,Sr2 Ge2 O6,1.7304,0.49
wbm-3-33800,Eu2 In4 Pt4,0.0005,0.0
mp-1195957,Er10 Si20 Ir8,0.0006,0.0
wbm-3-16037,Tb2 Co2 Sn1,0.0006,0.0
wbm-5-15833,Ti2 I2 O2,0.0006,0.02
mp-7290,Er6 Ga2 S12,2.2018,2.1932
wbm-2-48357,Th4 Si4 W4,0.0006,0.0
wbm-5-7308,Ba1 Er1 Fe2,0.0005,0.0
mp-1184185,Cu1 Pb3,0.0005,0.0
wbm-5-4768,In2 Co1 Ir2,0.0006,0.0
wbm-1-13536,Sr1 Cu4 Sb2,0.0006,0.0
wbm-3-42102,Er3 Mn3 Ge3,0.0006,0.0
wbm-2-44648,La2 Ag2 Se4,1.2152,1.13
wbm-3-31231,Nd4 Ge4 Pt4,0.0005,0.0
wbm-1-60183,Er1 Zn2 Pt1,0.0005,0.0
mp-1184141,Dy3 Lu1,0.0006,0.0
wbm-1-24855,Li1 Cr2 Sb1,0.0005,0.0
mp-1176272,Li9 Mn2 Co5 O16,1.0122,0.0
wbm-2-18086,Fe1 Rh1,0.0005,0.0
wbm-1-8816,Ca1 Ir1,0.0006,0.0
mp-1208110,Tm6 Ni22 Ge8,0.0005,0.0
wbm-2-2152,Al6 Te2 Pt1,-0.002,0.0
wbm-1-38367,Cd2 Sb2 O6,0.001,1.26
mp-1190437,Yb1 H9 C5 N2 O8,1.5863,0.0
mp-616471,Ba2 Eu2 Ti2 Cu2 O11,0.0006,0.0
wbm-2-15342,Ca1 Co1 F6,1.4202,0.0
wbm-1-9366,La1 Cd5,0.0006,0.0
wbm-3-20491,Eu3 Cu3 Pb3,0.0005,0.0
wbm-1-26345,Li1 Sc1 Sn2,0.0006,0.0
wbm-2-49028,Tb1 Sn1,0.0006,0.0
wbm-1-58046,Ti3 Sn3 Rh2,0.0006,0.0
