material_id,formula,wyckoff,bandgap_pred_n0,bandgap_target
mp-1223049,La4 Br3 Cl1 O4,A3BC4D4_pearson_38_ae_a_2ae_2bd:Br-Cl-La-O,3.554,3.7798
wbm-2-15488,Cs3 Tm1 F6,A3B6C_pearson_225_ac_e_b:Cs-F-Tm,5.8623,5.93
mp-1191448,Co2 I4 O16,AB2C8_pearson_2_ab_2i_8i:Co-I-O,0.388,0.1645
wbm-4-8077,Co2 Se2 I2,ABC_pearson_12_i_i_i:Co-I-Se,0.5017,0.5
mp-510456,Zr1 Mo2 O8,A2B8C_pearson_164_d_di_a:Mo-O-Zr,3.1303,3.1226
wbm-3-65052,Eu1 Ge1 Au2 S4,A2BCD4_pearson_23_f_a_b_k:Au-Eu-Ge-S,0.2089,0.04
mp-10555,Ba4 Li2 Re2 N8,A2BC4D_pearson_11_2e_e_2ef_e:Ba-Li-N-Re,1.8957,1.793
mp-1079891,Ba4 Br4 O2,A2B2C_pearson_72_j_j_a:Ba-Br-O,1.5685,3.4013
mp-1214051,Ca10 P6 C2 O24,AB5C12D3_pearson_176_a_fh_2hi_h:C-Ca-O-P,0.6193,0.5297
wbm-2-37040,Tm2 Cd2 Sb2 O2,ABCD_pearson_129_a_b_c_c:Cd-O-Sb-Tm,0.3776,0.35
wbm-2-33441,Cs2 Cr2 O4,ABC2_pearson_63_c_c_f:Cr-Cs-O,2.1699,0.24
mp-1523059,K1 Pr1 Nb1 In1 O6,ABCD6E_pearson_216_a_c_b_f_d:In-K-Nb-O-Pr,2.7382,3.018
mp-555472,Na8 Zr4 Si6 O24,A4B12C3D2_pearson_161_ab_4b_b_2a:Na-O-Si-Zr,4.0062,4.3108
wbm-1-32821,Na4 Sr1 P2,A4B2C_pearson_166_2c_c_a:Na-P-Sr,0.8139,0.8
wbm-2-35199,Er2 V2 S2 O5,A2B5C2D2_pearson_139_e_ag_e_e:Er-O-S-V,0.1217,0.02
mp-1247045,Sr6 Ta4 N8,A4B3C2_pearson_15_2f_ef_f:N-Sr-Ta,0.0044,0.1087
mp-1205915,Rb3 Tb1 F6,A6B3C_pearson_139_ei_bd_a:F-Rb-Tb,4.991,5.1168
wbm-3-45823,Na4 Mn2 S6,AB2C3_pearson_12_g_adh_ij:Mn-Na-S,0.4592,0.6
wbm-3-53664,Sr2 Nb1 Fe1 O6,ABC6D2_pearson_87_a_b_eh_d:Fe-Nb-O-Sr,0.7343,1.69
mp-23146,Tl4 Zn4 S4 Cl4 O16,AB4CDE_pearson_14_e_4e_e_e_e:Cl-O-S-Tl-Zn,3.7132,4.4778
mp-557006,Na8 Sb4 S4 O16 F12,A3B2C4DE_pearson_64_fg_de_2g_d_f:F-Na-O-S-Sb,3.5404,4.4671
mp-27828,Cs2 Ti1 Cl6,A6B2C_pearson_225_e_c_a:Cl-Cs-Ti,1.9892,2.2538
wbm-1-31447,Gd5 N5 O2,A5B5C2_pearson_5_a2c_b2c_c:Gd-N-O,1.0707,0.68
wbm-2-33802,Sr3 O6,A2B_pearson_8_6a_3a:O-Sr,3.4012,2.5
wbm-1-24311,Li3 Sb1 Se4,A3BC4_pearson_215_c_b_e:Li-Sb-Se,1.8334,1.92
wbm-1-23068,K2 Sb2 Pb2,ABC_pearson_186_b_a_b:K-Pb-Sb,0.4274,0.44
wbm-4-33107,Bi4 S4 Br4,ABC_pearson_11_e_e_e:Bi-Br-S,1.4492,1.6
mp-754191,La4 Ti6 O18,A2B9C3_pearson_197_c_df_e:La-O-Ti,2.2765,2.2285
mp-866504,Ca6 Sn6 S18,AB3C_pearson_4_3a_9a_3a:Ca-S-Sn,0.7115,0.6551
mp-556647,Ba10 Re6 Cl2 O30,A5BC15D3_pearson_185_bc_a_c2d_c:Ba-Cl-O-Re,2.1615,2.5312
mp-1274351,La2 Cr2 W2 O12,ABC6D_pearson_1_a_a_6a_a:Cr-La-O-W,1.3772,0.8248
mp-1198604,W4 N8 O8 F32,A8B2C2D_pearson_62_2c3d_2c_2c_c:F-N-O-W,2.4796,1.9224
wbm-1-50408,Rb2 S2 Br6,A3BC_pearson_4_3a_a_a:Br-Rb-S,1.6152,1.64
wbm-1-37689,Cs2 Sc2 O4,AB2C_pearson_194_c_f_a:Cs-O-Sc,2.7974,2.42
wbm-1-39692,Sm4 O6,A3B2_pearson_167_e_c:O-Sm,3.8959,3.96
wbm-5-3096,Th2 Rh2 Br2,ABC_pearson_164_d_d_c:Br-Rh-Th,0.1238,0.12
mp-1097684,Mn1 V2 Mo1,ABC2_pearson_71_a_b_e:Mn-Mo-V,0.0463,0.0043
mp-27382,U8 Tl8 F40,A5BC_pearson_14_10e_2e_2e:F-Tl-U,0.253,0.2663
mp-18937,V4 O6,A3B2_pearson_167_e_c:O-V,1.5113,0.4888
mp-1195954,Ho8 Hf4 S20,AB2C5_pearson_62_c_d_3cd:Hf-Ho-S,1.2454,1.2403
mp-1522306,Ba1 Sr1 Nd1 Nb1 O6,ABCD6E_pearson_216_c_a_b_f_d:Ba-Nb-Nd-O-Sr,2.8697,2.8698
wbm-2-29375,Tb4 Br6 N2,A3BC2_pearson_12_3i_i_2i:Br-N-Tb,1.7497,1.83
wbm-1-15132,Sc1 F3,A3B_pearson_225_ac_b:F-Sc,4.795,3.29
wbm-1-38872,La6 In6 O18,ABC3_pearson_185_c_ab_ab2c:In-La-O,2.1419,2.13
mp-7575,Li1 Zn1 N1,ABC_pearson_216_a_c_b:Li-N-Zn,0.6607,0.5187
mp-754158,K1 Nd1 O2,ABC2_pearson_166_a_b_c:K-Nd-O,3.7659,3.7522
mp-974307,Nd2 Cu2 Te2 O2,ABCD_pearson_129_a_c_b_c:Cu-Nd-O-Te,1.4528,1.5187
mp-561392,Tc4 S4 O24 F4,AB6CD_pearson_14_e_6e_e_e:F-O-S-Tc,1.9144,2.73
wbm-1-23122,K4 Ag4 Se4,ABC_pearson_194_c_a_d:Ag-K-Se,0.0899,0.12
mp-676241,Fe2 Cl6,A3B_pearson_1_6a_2a:Cl-Fe,0.1294,0.6658
wbm-2-30392,Na2 As2 Pb2,ABC_pearson_186_b_b_a:As-Na-Pb,0.2196,0.02
mp-1518765,K1 Nd1 Nb4 O12,AB4CD12_pearson_38_a_f_b_2cdef:K-Nb-Nd-O,1.5205,1.5341
wbm-5-18677,La2 S2 I2,ABC_pearson_59_a_b_a:I-La-S,2.7793,2.8
mp-1079487,Nb2 S4 Br4,A2BC2_pearson_2_2i_i_2i:Br-Nb-S,1.4198,1.553
mp-560484,V2 P4 C8 N6 Cl4 F24,A4B2C12D3E2F_pearson_15_2f_f_6f_ef_f_e:C-Cl-F-N-P-V,2.5975,3.0326
mp-776436,Li12 V4 C8 S2 O32,A4B6C16DE2_pearson_203_e_f_eg_a_d:C-Li-O-S-V,2.2551,3.0544
wbm-1-57590,Hf2 Te8 I2,ABC4_pearson_2_i_i_4i:Hf-I-Te,0.8207,0.43
wbm-1-32967,Cs2 Na1 Tb1 Br6,A6B2CD_pearson_225_e_c_a_b:Br-Cs-Na-Tb,4.2459,4.32
wbm-1-35709,La1 Ni1 Bi1,ABC_pearson_216_a_b_c:Bi-La-Ni,0.3431,0.39
mp-17165,Cs4 Na2 Cr2 C12 N12,A6BC2D6E_pearson_14_3e_a_e_3e_d:C-Cr-Cs-N-Na,0.203,1.8534
mp-18554,Mn8 Be6 Si6 Se2 O24,A3B4C12DE3_pearson_218_c_e_i_a_d:Be-Mn-O-Se-Si,2.9263,2.9517
wbm-2-24129,Cs2 Li1 Tm1 Br6,A6B2CD_pearson_225_e_c_a_b:Br-Cs-Li-Tm,4.3271,4.35
wbm-1-42154,Ca1 Ho2 Ti1 O6,AB2C6D_pearson_148_a_c_f_b:Ca-Ho-O-Ti,3.1744,3.26
mp-1207670,Yb4 Sn4 F28,A7BC_pearson_14_7e_e_e:F-Sn-Yb,2.8496,1.0354
wbm-1-49258,Tl1 Sb1 S2,A2BC_pearson_166_c_a_b:S-Sb-Tl,0.1443,0.16
mp-1197347,Na8 As16 O32,A2BC4_pearson_15_4f_2f_8f:As-Na-O,2.8533,0.3647
wbm-3-67805,Eu2 Ho2 Ag2 Se6,ABCD3_pearson_63_c_c_a_cf:Ag-Eu-Ho-Se,0.1897,0.27
mp-1193369,Ti2 Pb4 Se4 Cl2 O14 F2,ABC7D2E2F_pearson_4_a_a_7a_2a_2a_a:Cl-F-O-Pb-Se-Ti,2.3982,2.4676
wbm-3-12296,Ca4 Cd2 As4,A2B2C_pearson_36_2a_2a_a:As-Ca-Cd,0.8598,0.88
mp-27442,Rb4 Cr4 I12,AB3C_pearson_5_abc_6c_2c:Cr-I-Rb,0.1535,0.1919
wbm-2-21503,Ca2 H5 Ir1,A2B5C_pearson_107_b_ac_a:Ca-H-Ir,0.0628,0.99
wbm-2-49530,Sr1 Sn1 I4,A4BC_pearson_12_2i_a_d:I-Sn-Sr,2.1981,2.33
mp-1182253,Ca2 N4 O16,AB2C8_pearson_15_e_f_4f:Ca-N-O,0.5742,2.0836
mp-753539,Sb4 O4 F4,ABC_pearson_33_a_a_a:F-O-Sb,2.9453,3.3863
wbm-2-4582,Tm4 As4 Pt4,ABC_pearson_62_c_c_c:As-Pt-Tm,0.0709,0.07
mp-972600,U2 Cd2 Pb4 O12,AB6C2D_pearson_14_a_3e_e_d:Cd-O-Pb-U,1.6079,1.6481
wbm-2-14324,Rb2 Th2 Cu2 Te6,ABC3D_pearson_11_e_e_3e_e:Cu-Rb-Te-Th,0.7002,0.73
wbm-1-16184,Cu1 P1 F6,AB6C_pearson_225_a_e_b:Cu-F-P,0.5426,0.74
wbm-1-42440,Ba1 Gd1 Mg1 Nb1 O6,ABCDE6_pearson_1_a_a_a_a_6a:Ba-Gd-Mg-Nb-O,2.8672,2.8
mp-1080192,Ti12 N16,A4B3_pearson_62_4c_3c:N-Ti,0.9332,0.1112
mp-22967,Li2 Fe1 Br4,A4BC2_pearson_65_gj_a_f:Br-Fe-Li,0.243,0.4846
wbm-4-27763,Sr2 Dy1 V1 O6,AB6C2D_pearson_12_a_ij_i_d:Dy-O-Sr-V,1.7397,1.88
wbm-5-16504,Pa1 P1 Pt1,ABC_pearson_216_a_b_c:P-Pa-Pt,0.2715,0.03
mp-776098,Li12 Mn4 F24,A6B3C_pearson_14_6e_3e_ad:F-Li-Mn,1.9031,1.5801
wbm-4-27680,Ba2 Ti1 Mo1 O6,A2BC6D_pearson_225_c_a_e_b:Ba-Mo-O-Ti,0.6518,0.07
wbm-1-25062,Li1 In2 Ga1 F6,A6BC2D_pearson_225_e_a_c_b:F-Ga-In-Li,3.2364,3.2
wbm-1-16382,Sr1 Sn1 F6,A6BC_pearson_148_f_a_b:F-Sn-Sr,4.9724,4.73
wbm-3-51704,Tm1 As2 Br1 O4,A2BC4D_pearson_123_h_a_i_b:As-Br-O-Tm,0.458,0.44
mp-11706,Ho4 Hg2 O8,AB2C4_pearson_12_i_2i_4i:Hg-Ho-O,2.2551,2.1233
wbm-3-22505,Cr1 Pd1 F6,AB6C_pearson_2_b_3i_d:Cr-F-Pd,0.1422,0.3
mp-1195726,Na4 Li4 B8 H40 N8,A2B10CD2E_pearson_29_2a_10a_a_2a_a:B-H-Li-N-Na,3.6848,3.9023
wbm-4-25937,Sr2 Nb1 Al1 O6,ABC6D2_pearson_12_a_d_ij_i:Al-Nb-O-Sr,3.0316,2.86
mp-755704,V3 Ni1 O8,AB8C3_pearson_8_a_8a_3a:Ni-O-V,1.2926,0.7889
wbm-2-24275,Li2 Mg2 F8,A4BC_pearson_2_4i_i_i:F-Li-Mg,0.4785,0.63
mp-758632,Na6 H12 C12 N18 O6,A2B2C3DE_pearson_190_2h_2h_3h_g_h:C-H-N-Na-O,4.6163,3.7936
wbm-1-10025,Cs2 Ge2 Cl6,A3BC_pearson_11_ef_e_e:Cl-Cs-Ge,3.9182,3.88
wbm-1-40290,In2 As2 O8,ABC4_pearson_63_c_a_fg:As-In-O,0.8635,1.36
mp-1518336,Sr1 Eu1 Nb1 Bi1 O6,ABCD6E_pearson_216_a_c_b_f_d:Bi-Eu-Nb-O-Sr,0.5905,0.7945
mp-606338,Ba4 Ca16 Co8 N16,AB4C2D4_pearson_130_c_g_f_g:Ba-Ca-Co-N,0.1886,0.1955
wbm-4-10859,Na2 Mg1 F6,A6BC2_pearson_12_ij_a_h:F-Mg-Na,0.288,0.41
mp-1194927,V4 Cd4 Co4 O20,ABC5D_pearson_62_c_a_3cd_c:Cd-Co-O-V,1.9022,1.5382
mp-1968,La2 O3,A2B3_pearson_164_d_ad:La-O,3.5347,3.8768
mp-1224543,K8 Nb4 V4 P8 O40,A2BC10D2E_pearson_33_2a_a_10a_2a_a:K-Nb-O-P-V,2.2801,1.0716
wbm-1-881,Mn1 Al2 S4,A2BC4_pearson_166_c_a_2c:Al-Mn-S,0.3986,0.43
mp-4531,Na2 N2 O6,ABC3_pearson_167_a_b_e:N-Na-O,2.9887,2.9609
mp-775767,Ag4 As4 O12,ABC3_pearson_15_2e_f_3f:Ag-As-O,0.9078,0.5657
mp-1202859,Co4 C8 O24,A2BC6_pearson_14_2e_ad_6e:C-Co-O,0.9445,0.0009
mp-567441,Hf2 I2 N2,ABC_pearson_166_c_c_c:Hf-I-N,1.281,1.2242
mp-20431,Ca8 Fe4 Sb4 O24,A2BC6D_pearson_14_e_a_3e_d:Ca-Fe-O-Sb,1.9618,1.5503
mp-1210383,Rb12 Eu4 Cl24,A6BC3_pearson_15_6f_ce_3f:Cl-Eu-Rb,0.9646,0.3451
mp-753092,Li4 Ni3 O3 F4,A4B4C3D3_pearson_139_2e_2e_ae_be:F-Li-Ni-O,2.0529,2.1958
mp-1189083,Mo2 P2 O14,AB7C_pearson_11_e_5ef_e:Mo-O-P,1.4328,0.3907
mp-998197,Rb1 Ca1 Cl3,AB3C_pearson_8_a_ab_a:Ca-Cl-Rb,4.7354,5.01
mp-1178268,Gd1 Al1 O3,ABC3_pearson_221_b_a_c:Al-Gd-O,2.6326,1.9664
mp-1285,Pt2 O4,A2B_pearson_58_g_a:O-Pt,0.6808,0.6629
wbm-3-23574,Sr1 Pu1 F6,A6BC_pearson_166_h_a_b:F-Pu-Sr,0.474,0.46
wbm-2-36629,Y1 Ga1 Mo2 O8,AB2C8D_pearson_164_a_d_di_b:Ga-Mo-O-Y,3.4019,3.45
wbm-3-50289,Rb2 Yb1 Cl4 O2,A4B2C2D_pearson_2_2i_i_i_a:Cl-O-Rb-Yb,2.2755,2.36
mp-755495,Li5 Cu3 Te2 O10,A3B5C10D2_pearson_2_bi_d2i_5i_i:Cu-Li-O-Te,0.3507,0.256
mp-1223460,K8 Sn8 Au8 S24,ABC3D_pearson_103_d_2a2b_3d_2c:Au-K-S-Sn,1.4765,1.6528
mp-1192255,Sm2 Mn3 Sb4 S12,A3B12C4D2_pearson_12_ai_6i_2i_i:Mn-S-Sb-Sm,0.1915,0.1789
mp-757471,Li8 V4 Si12 O36,A2B9C3D_pearson_19_2a_9a_3a_a:Li-O-Si-V,2.2696,2.1059
mp-562065,P8 O16,A2B_pearson_15_2e3f_2f:O-P,4.2414,4.5836
mp-565814,Fe16 O24,A2B3_pearson_206_ad_e:Fe-O,1.3028,1.4022
wbm-1-46248,Y2 P2 S8,AB4C_pearson_2_i_4i_i:P-S-Y,2.0875,2.21
wbm-1-26737,Li2 Zn2 As2,ABC_pearson_186_b_a_b:As-Li-Zn,0.9036,0.47
wbm-1-42691,Pr2 Zn1 Ni1 O6,AB6C2D_pearson_148_a_f_c_b:Ni-O-Pr-Zn,1.1164,1.17
mp-644223,Li2 B2 H8,AB4C_pearson_186_b_bc_b:B-H-Li,6.3555,6.7571
wbm-3-12830,Ca1 Pb1 Br4,A4BC_pearson_12_2i_a_d:Br-Ca-Pb,3.2026,3.3
wbm-4-18494,Li1 Sm2 Mo1 O6,ABC6D2_pearson_12_a_d_ij_i:Li-Mo-O-Sm,1.7038,1.66
mp-17667,Sr12 Al4 Sb12,AB3C3_pearson_64_d_fg_fg:Al-Sb-Sr,0.2946,0.537
mp-1213956,Ca2 U2 I12,AB6C_pearson_163_c_i_b:Ca-I-U,0.0823,0.3119
mp-8710,Ca2 Pt3 O8,A2B8C3_pearson_166_c_ch_d:Ca-O-Pt,0.7876,1.0955
mp-570544,Zr2 Se4 Cl24,A12B2C_pearson_43_6b_b_a:Cl-Se-Zr,1.8967,2.8096
wbm-3-52009,Ho2 Lu2 O8,ABC4_pearson_2_i_i_4i:Ho-Lu-O,3.3232,3.03
mp-978534,Si2 Ge2,AB_pearson_186_b_b:Ge-Si,1.4349,0.4089
wbm-1-5287,Y2 B2 O6,AB3C_pearson_11_e_ef_e:B-O-Y,4.1942,4.33
mp-1232182,Ho8 Mg4 Se16,A2BC4_pearson_62_2c_c_4c:Ho-Mg-Se,1.6106,1.5904
mp-559196,Ca4 Cr8 P8 O32,AB2C8D2_pearson_15_f_cef_8f_2f:Ca-Cr-O-P,2.199,2.3116
mp-1013549,Ba3 Bi1 N1,A3BC_pearson_221_c_a_b:Ba-Bi-N,0.2573,0.2178
mp-765096,Li6 Fe2 C6 O18,A3BC3D9_pearson_40_bc_b_a2b_3b3c:C-Fe-Li-O,2.4374,2.3735
mp-771029,Li6 Fe2 B2 As2 O14,ABCD3E7_pearson_11_e_e_e_ef_5ef:As-B-Fe-Li-O,2.0063,2.198
mp-1270,Dy8 S12,A2B3_pearson_62_2c_3c:Dy-S,0.6768,0.5948
mp-1194601,Cs8 Cd4 Ge12 S32,AB2C3D8_pearson_19_a_2a_3a_8a:Cd-Cs-Ge-S,2.2734,2.3475
mp-1212965,Er2 Zr2 F14,AB7C_pearson_4_a_7a_a:Er-F-Zr,5.5795,5.8927
mp-27376,Rb6 Si10 O23,A23B6C10_pearson_38_acde4f_abde_c2f:O-Rb-Si,4.6608,4.3121
wbm-2-36719,La1 In1 Mo2 O8,ABC2D8_pearson_164_a_b_d_di:In-La-Mo-O,3.5963,3.54
wbm-1-8749,Ca2 La2 I8,AB4C_pearson_15_e_2f_e:Ca-I-La,0.3241,0.38
wbm-3-50614,Ca2 P2 Br2 O4,ABC2D_pearson_11_e_e_2e_e:Br-Ca-O-P,2.9588,2.96
mp-1245848,Sb4 S3 N2,A2B3C4_pearson_12_i_ai_2i:N-S-Sb,0.2599,0.871
mp-768890,Li8 B4 O10,A2B4C5_pearson_2_2i_4i_5i:B-Li-O,4.511,4.7812
mp-1226753,Cd1 Bi1 I1 O2,ABCD2_pearson_107_a_a_a_b:Bi-Cd-I-O,1.5604,1.5517
wbm-4-24999,Yb1 O2 F2,A2B2C_pearson_12_i_i_a:F-O-Yb,2.3824,1.68
mp-1143521,Si4 W2 O12,A6B2C_pearson_15_3f_f_e:O-Si-W,0.0825,0.0017
mp-1212776,Fe3 Pb4 Br1 O8,AB3C8D4_pearson_123_a_bg_egi_2h:Br-Fe-O-Pb,1.197,1.2333
wbm-1-28511,Mg1 Ga2 S4,A2BC4_pearson_166_c_a_2c:Ga-Mg-S,1.1168,1.11
mp-1227976,Ba6 Br2 N3 Cl1,A6B2CD3_pearson_12_3i_i_a_ci:Ba-Br-Cl-N,1.1864,1.1827
wbm-4-34505,Pr2 Se10,AB5_pearson_11_e_e2f:Pr-Se,0.0492,0.06
mp-632176,Ta1 Tc1 Pb2,A2BC_pearson_216_ac_b_d:Pb-Ta-Tc,0.4791,0.2172
wbm-2-15820,K1 Rb2 Zr1 F6,A6BC2D_pearson_2_3i_b_i_e:F-K-Rb-Zr,0.205,0.2
mp-1183765,Cr2 Br4,A2B_pearson_136_f_a:Br-Cr,0.2862,0.0262
wbm-1-39289,Nb2 Cd2 O6,ABC3_pearson_148_c_c_f:Cd-Nb-O,2.7468,0.23
wbm-3-32517,Mn1 H4 I2 O2,A4B2CD2_pearson_12_j_i_a_g:H-I-Mn-O,2.3074,2.98
wbm-1-43033,Th2 Zn1 Sn1 O6,A6BC2D_pearson_148_f_a_c_b:O-Sn-Th-Zn,2.1146,1.91
mp-28090,Si8 H8 S12,A2B3C2_pearson_114_e_ce_e:H-S-Si,2.2433,3.3657
mp-6426,Na8 Mg4 Si4 O16,AB2C4D_pearson_33_a_2a_4a_a:Mg-Na-O-Si,3.6072,3.7692
wbm-3-74282,Cs2 Te4 Ir3,A2B3C4_pearson_69_g_ac_n:Cs-Ir-Te,0.1401,0.18
mp-1208868,Sm6 W2 Cl6 O12,A3B6C3D_pearson_176_h_i_h_c:Cl-O-Sm-W,3.5481,3.4917
wbm-2-15307,K1 Al1 Tl2 F6,AB6CD2_pearson_225_a_e_b_c:Al-F-K-Tl,4.9113,4.8
wbm-2-21805,Gd2 H2 Cl4,A2BC_pearson_194_f_b_c:Cl-Gd-H,2.0707,2.08
wbm-1-49780,Rb2 Pt4 S6,A2BC3_pearson_166_ae_c_h:Pt-Rb-S,1.2552,1.35
mp-1224102,In2 Cu2 Sn2 S8,ABC4D_pearson_74_e_a_hi_c:Cu-In-S-Sn,0.7247,0.3921
mp-23651,Na8 Al6 Ge6 I2 O24,A3B3CD4E12_pearson_218_c_d_a_e_i:Al-Ge-I-Na-O,3.221,3.4006
mp-721303,Li4 Be4 H20 N8 F16,AB4C5DE2_pearson_33_a_4a_5a_a_2a:Be-F-H-Li-N,6.6561,5.6926
wbm-1-31576,Al4 N4,AB_pearson_216_a_c:Al-N,3.3161,3.31
mp-1195528,Rb4 Th2 Mo6 O24,A3B12C2D_pearson_15_ef_6f_f_e:Mo-O-Rb-Th,3.5286,3.66
mp-2948,Si16 N16 O8,A2BC2_pearson_164_cd2i_di_ac2dfi:N-O-Si,3.3592,4.2014
mp-1245684,Zn4 Pb2 N4,A2BC2_pearson_140_h_a_h:N-Pb-Zn,0.2341,0.0631
mp-755315,Ba2 Tl4 O8,AB4C2_pearson_63_c_acf_f:Ba-O-Tl,0.1128,0.0136
mp-542710,Na4 Mn8 O16,A2BC4_pearson_62_2c_c_4c:Mn-Na-O,0.8193,0.3861
wbm-2-8102,In2 C2 N4 Cl2,ABCD2_pearson_11_e_e_e_2e:C-Cl-In-N,1.6227,1.7
wbm-1-52570,Ba2 Ce2 Ag2 Se6,ABCD3_pearson_63_c_c_a_cf:Ag-Ba-Ce-Se,0.1471,0.02
mp-985831,Hf1 Se2,AB2_pearson_164_a_d:Hf-Se,0.5427,0.5549
wbm-2-39395,Zn3 P1 I3,A3BC3_pearson_6_a2b_a_2ab:I-P-Zn,1.3921,1.84
mp-558441,Na1 Zr2 V1 F11,A11BCD2_pearson_12_bh2ij_c_a_i:F-Na-V-Zr,2.336,2.1722
mp-769079,Sc6 Ga6 O18,AB3C_pearson_185_c_ab2c_ab:Ga-O-Sc,2.9242,3.1751
mp-1210913,Li8 Ni4 Ge4 O16,AB2CD4_pearson_62_c_d_c_2cd:Ge-Li-Ni-O,2.923,2.9925
wbm-2-34807,Hg2 Mo2 O8,ABC4_pearson_13_e_f_2g:Hg-Mo-O,2.0861,1.68
mp-1113761,Rb2 In1 Ag1 Cl6,AB6CD2_pearson_225_a_e_b_c:Ag-Cl-In-Rb,1.2536,1.3232
mp-1184657,Hg8,A_pearson_223_ac:Hg,0.4945,0.5669
mp-776084,Ba6 Si6 O18,AB3C_pearson_15_cf_e4f_ef:Ba-O-Si,4.4024,4.5424
mp-998421,K2 Ca2 Cl6,AB3C_pearson_148_c_f_c:Ca-Cl-K,5.309,5.6343
mp-695793,Zn1 As4 H8 O16,A4B8C16D_pearson_2_2i_4i_8i_a:As-H-O-Zn,3.265,0.1214
mp-1178430,Cs12 Er4 O12,A3BC3_pearson_14_3e_e_3e:Cs-Er-O,2.2519,2.2999
mp-1111285,K2 Rb1 Ga1 I6,AB6C2D_pearson_225_a_e_c_b:Ga-I-K-Rb,0.8201,0.9899
mp-26425,Li6 Cr4 P10 O32,A2B3C16D5_pearson_13_g_eg_8g_f2g:Cr-Li-O-P,3.1078,2.7906
wbm-3-39718,Cs2 Ca2 Mg2 S6,ABCD3_pearson_63_a_c_c_cf:Ca-Cs-Mg-S,2.7286,0.19
mp-1111223,K2 Na1 Sm1 Cl6,A6B2CD_pearson_225_e_c_a_b:Cl-K-Na-Sm,4.8678,4.8914
wbm-3-54871,Sr2 Ce1 W1 O6,AB6C2D_pearson_2_b_3i_i_d:Ce-O-Sr-W,0.6562,0.73
wbm-3-21986,Cu2 F6,AB3_pearson_167_b_e:Cu-F,0.58,0.06
wbm-3-67506,Cs2 Gd2 Se4,ABC2_pearson_194_c_a_f:Cs-Gd-Se,1.2937,1.35
wbm-4-4772,Sm2 Br6,A3B_pearson_11_3e_e:Br-Sm,3.2054,3.06
mp-6189,Ca4 Cu4 Si16 O40,ABC10D4_pearson_130_b_c_f2g_g:Ca-Cu-O-Si,0.6562,0.8509
mp-1186871,Rb3 Rh1,A3B_pearson_139_ad_b:Rb-Rh,0.0634,0.1237
mp-1522455,Ba2 Sr2 Ce2 Hf2 O12,ABCD6E_pearson_2_i_ah_be_6i_i:Ba-Ce-Hf-O-Sr,2.1043,2.1941
mp-1302911,Ti2 V6 O16,A8BC3_pearson_9_8a_a_3a:O-Ti-V,1.0801,0.8635
wbm-5-2126,Ho2 As2 Se2,ABC_pearson_129_a_c_c:As-Ho-Se,0.0659,0.08
mp-1178360,Dy4 In4 O12,ABC3_pearson_62_c_a_cd:Dy-In-O,2.5665,2.623
wbm-3-11476,Sr2 C2 Cl2,ABC_pearson_12_g_i_i:C-Cl-Sr,3.3324,3.5
wbm-3-56604,Cs1 Ho1 Br4 O1,A4BCD_pearson_1_4a_a_a_a:Br-Cs-Ho-O,1.2213,1.37
mp-707251,Cd2 H12 S8 O32,AB6C16D4_pearson_14_a_3e_8e_2e:Cd-H-O-S,4.8671,0.5212
mp-1521929,Na1 La1 Zr1 Ti1 O6,ABC6DE_pearson_216_c_d_f_a_b:La-Na-O-Ti-Zr,2.1459,2.2686
wbm-3-22407,Cs1 Co1 F6,ABC6_pearson_166_a_b_h:Co-Cs-F,0.9525,0.98
mp-774915,Ti3 Mn1 Fe2 P6 O24,A2BC24D6E3_pearson_146_2a_a_8b_2b_3a:Fe-Mn-O-P-Ti,0.0995,1.1274
wbm-4-3838,Ba2 Mn1 B2 O6,A2B2CD6_pearson_12_i_i_a_ij:B-Ba-Mn-O,3.1744,3.43
wbm-2-15239,K2 P2 F8,A4BC_pearson_4_4a_a_a:F-K-P,5.0239,4.57
mp-1559,Mg24 N16,A3B2_pearson_206_e_ad:Mg-N,1.3789,1.5099
wbm-1-40060,V2 Cd2 O6,AB3C_pearson_2_i_3i_i:Cd-O-V,2.352,0.68
mp-1120807,Ti4 Zn4 Sn2 O14,A7BC2D2_pearson_36_a3b_a_b_b:O-Sn-Ti-Zn,2.0517,2.8603
mp-752427,Li4 Ni4 B4 O12,ABCD3_pearson_14_e_e_e_3e:B-Li-Ni-O,2.8433,3.1381
wbm-2-34344,Tb2 Ir2 O6,AB3C_pearson_63_a_cf_c:Ir-O-Tb,1.0247,1.02
wbm-5-6330,Ho1 Co1 F6,AB6C_pearson_225_a_e_b:Co-F-Ho,2.5315,2.51
mp-1273062,Co2 H4 O4,AB2C2_pearson_12_a_i_i:Co-H-O,2.5297,2.2964
mp-1200873,Na4 P8 H20 C4 O24,AB5CD6E2_pearson_14_e_5e_ad_6e_2e:C-H-Na-O-P,5.1351,5.6645
wbm-1-44162,Cs1 Zr1 Tl2 O1 F5,AB5CD2E_pearson_8_a_a2b_a_2a_a:Cs-F-O-Tl-Zr,3.3697,3.47
wbm-1-41056,Nb2 Ni2 O8,ABC4_pearson_109_a_a_2b:Nb-Ni-O,1.0289,0.29
wbm-1-5241,Lu6 B6 O18,ABC3_pearson_63_cg_ae_cfgh:B-Lu-O,5.4412,5.73
wbm-1-14924,I2 F6,A3B_pearson_63_cf_c:F-I,1.5414,1.6
